word,prior,expected_guesses
meath,0.0,2.6382
meats,0.0,2.6207
meaty,1.0,2.6615
mebbe,0.0,2.9229
mebos,0.0,2.7307
mecca,1.0,2.831
mecha,0.0,2.7265
mechs,0.0,2.763
mecks,0.0,2.7938
mecum,0.0,2.8761
medal,1.0,2.6436
media,1.0,2.6737
medic,1.0,2.6981
medii,0.0,2.8392
medin,0.0,2.6794
medle,0.0,2.7045
meech,0.0,2.7875
meeds,0.0,2.7863
meeja,0.0,2.9075
meeps,0.0,2.7831
meers,0.0,2.7171
meets,0.0,2.7393
meffs,0.0,2.9452
meids,0.0,2.7007
meiko,0.0,2.7421
meils,0.0,2.6477
meins,0.0,2.6548
meint,0.0,2.613
meiny,0.0,2.6529
meism,0.0,2.7884
meith,0.0,2.6553
mekka,0.0,2.9247
melam,0.0,2.7815
melas,0.0,2.6436
melba,0.0,2.7112
melch,0.0,2.7232
melds,0.0,2.689
melee,1.0,2.8421
meles,0.0,2.7221
melic,0.0,2.6945
melik,0.0,2.7294
mells,0.0,2.789
meloe,0.0,2.7095
melon,1.0,2.648
melos,0.0,2.6724
melts,0.0,2.6407
melty,0.95078,2.6787
memes,0.0,2.9056
memic,0.0,2.8585
memos,0.0,2.8531
menad,0.0,2.6656
mence,0.0,2.723
mends,0.0,2.684
mened,0.0,2.725
menes,0.0,2.734
menge,0.0,2.7472
mengs,0.0,2.7396
menil,0.0,2.641
mensa,0.0,2.6477
mense,0.0,2.7052
mensh,0.0,2.6863
menta,0.0,2.6428
mento,0.0,2.654
ments,0.0,2.6709
menus,0.0,2.7048
meous,0.0,2.6847
meows,0.0,2.7435
merch,0.996541,2.6609
mercs,0.0,2.6674
mercy,1.0,2.6771
merde,0.0,2.6886
merds,0.0,2.6855
mered,0.0,2.685
merel,0.0,2.6778
merer,0.0,2.7804
meres,0.0,2.6893
merge,1.0,2.7266
meril,0.0,2.635
meris,0.0,2.6445
merit,1.0,2.6062
merks,0.0,2.7244
merle,0.0,2.6683
merls,0.0,2.6592
merry,1.0,2.7784
merse,0.0,2.656
mersk,0.0,2.6969
mesad,0.0,2.6767
mesal,0.0,2.6353
mesas,0.0,2.8002
mesca,0.0,2.6727
mesel,0.0,2.7055
mesem,0.0,2.873
meses,0.0,2.857
meshy,0.040901,2.7408
mesia,0.0,2.6684
mesic,0.0,2.7106
mesne,0.0,2.7137
meson,0.0,2.6584
messy,1.0,2.825
mesto,0.0,2.6551
mesyl,0.0,2.7155
metal,1.0,2.615
metas,0.0,2.6371
meted,0.003896,2.718
meteg,0.0,2.7559
metel,0.0,2.6885
meter,1.0,2.6927
metes,0.0,2.7117
methi,0.0,2.7149
metho,0.0,2.6981
meths,0.0,2.7099
methy,0.0,2.7148
metic,0.0,2.6909
metif,0.0,2.7255
metis,0.0,2.6513
metol,0.0,2.6408
metre,0.628064,2.6759
metro,1.0,2.6289
metta,0.0,2.7481
meums,0.0,2.8481
meuse,0.0,2.7068
meved,0.0,2.8192
meves,0.0,2.8273
mewed,0.003896,2.8121
mewls,0.0,2.7325
meynt,0.0,2.6729
mezes,0.0,2.8804
mezza,0.0,2.9972
mezze,0.0,3.037
mezzo,1.0,2.9893
mgals,0.0,2.7163
mhorr,0.0,2.7595
miais,0.0,2.7839
miaou,0.0,2.75
miaow,0.0,2.7826
miasm,0.0,2.7837
miaul,0.0,2.6814
micas,0.0,2.6962
miche,0.0,2.705
michi,0.0,2.8909
micht,0.0,2.7056
micks,0.0,2.7757
micky,0.0,2.8025
micos,0.0,2.7059
micra,0.0,2.669
micro,1.0,2.6553
middy,0.0,2.8846
midge,0.904462,2.6786
midgy,0.0,2.7726
midis,0.0,2.8527
midst,1.0,2.6399
miens,0.0,2.6578
mieux,0.0,2.8416
mieve,0.0,2.8074
miffs,0.0,2.9274
miffy,0.0,2.9407
mifty,0.0,2.7633
miggs,0.0,2.8859
might,1.0,2.7169
migma,0.0,2.8684
migod,0.0,2.7265
mihas,0.0,2.7281
mihis,0.0,2.8534
mikan,0.0,2.7331
miked,0.003896,2.7274
mikes,0.0,2.7347
mikos,0.0,2.76
mikra,0.0,2.7368
mikva,0.0,2.8622
milch,0.0,2.7049
milds,0.0,2.7327
miler,0.975283,2.6237
miles,0.0,2.6382
milfs,0.0,2.7567
milia,0.0,2.7909
milko,0.0,2.7493
milks,0.0,2.7064
milky,1.0,2.7485
mille,0.0,2.7272
mills,0.0,2.7605
milly,0.0,2.7891
milor,0.0,2.6437
milos,0.0,2.6701
milpa,0.0,2.6975
milts,0.0,2.6585
milty,0.0,2.6763
miltz,0.0,2.8012
mimed,0.003896,2.8017
mimeo,0.0,2.8165
mimer,0.0,2.7677
mimes,0.0,2.8131
mimic,1.0,2.9625
mimis,0.0,2.9544
mimsy,0.0,2.8275
minae,0.0,2.631
minar,0.0,2.6361
minas,0.0,2.6756
mince,1.0,2.6311
mincy,0.0,2.7095
mindi,0.0,2.8625
minds,0.0,2.6746
mined,0.003896,2.6539
miner,1.0,2.6132
mines,0.0,2.6543
minge,0.0,2.6784
mingi,0.0,2.8585
mings,0.0,2.7247
mingy,0.0,2.725
minim,0.047658,2.9586
minis,0.0,2.7833
minke,0.0,2.714
minks,0.0,2.7144
minny,0.0,2.8151
minor,1.0,2.6301
minos,0.0,2.6701
minse,0.0,2.6238
mints,0.0,2.6418
minty,1.0,2.6862
minus,1.0,2.6912
minxy,0.0,2.8421
miraa,0.0,2.743
mirah,0.0,2.6683
mirch,0.0,2.6835
mired,0.003896,2.6068
mires,0.0,2.6211
mirex,0.0,2.7456
mirid,0.0,2.7954
mirin,0.984882,2.7696
mirkn,0.0,2.7146
mirks,0.0,2.7323
mirky,0.0,2.7563
mirls,0.0,2.6735
mirly,0.0,2.6818
miros,0.0,2.6539
mirrl,0.0,2.7473
mirrs,0.0,2.76
mirth,1.0,2.6578
mirvs,0.0,2.7552
mirza,0.0,2.7951
misal,0.0,2.6592
misch,0.0,2.7067
misdo,0.0,2.7385
miser,0.97052,2.6332
mises,0.0,2.7768
misgo,0.0,2.7355
misky,0.0,2.7788
misls,0.0,2.7927
misos,0.0,2.7993
missa,0.0,2.7997
missy,0.792985,2.8241
misto,0.0,2.6649
mists,0.0,2.7972
misty,1.0,2.6881
mitas,0.0,2.6569
mitch,0.0,2.7017
miter,0.972769,2.6167
mites,0.0,2.644
mitey,0.0,2.6762
mitie,0.0,2.7453
mitis,0.0,2.7857
mitre,0.0,2.5944
mitry,0.0,2.6666
mitta,0.0,2.762
mitts,0.0,2.773
mivey,0.0,2.7902
mivvy,0.0,2.9726
mixed,0.003896,2.7938
mixen,0.0,2.7758
mixer,1.0,2.7581
mixes,0.0,2.8056
mixie,0.0,2.9072
mixis,0.0,2.9513
mixte,0.0,2.7605
mixup,0.93971,2.8637
miyas,0.0,2.7265
mizen,0.0,2.7878
mizes,0.0,2.8067
mizzy,0.0,3.0215
mmkay,0.0,2.9237
mneme,0.0,2.8866
moais,0.0,2.6821
moaky,0.0,2.7439
moals,0.0,2.6457
moana,0.0,2.7406
moans,0.0,2.6358
moany,0.0,2.6592
moars,0.0,2.6319
moats,0.0,2.6271
mobby,0.0,2.8974
mobed,0.0,2.7054
mobee,0.0,2.7474
mobes,0.0,2.7115
mobey,0.0,2.7385
mobie,0.0,2.6793
moble,0.0,2.6654
mobos,0.0,2.828
mocap,0.0,2.6992
mocha,1.0,2.731
mochi,0.984601,2.7473
mochs,0.0,2.7338
mochy,0.0,2.7466
mocks,0.0,2.7439
mocky,0.0,2.7906
mocos,0.0,2.7948
mocus,0.0,2.7074
modal,1.0,2.6568
model,1.0,2.6304
modem,1.0,2.8091
moder,0.0,2.64
modes,0.0,2.666
modge,0.0,2.7025
modii,0.0,2.8475
modin,0.0,2.6788
modoc,0.0,2.8359
modom,0.0,2.9529
modus,1.0,2.7083
moeni,0.0,2.6745
moers,0.0,2.6469
mofos,0.0,2.8606
mogar,0.0,2.648
mogas,0.0,2.7106
moggy,0.0,2.882
mogos,0.0,2.8217
mogra,0.0,2.6772
mogue,0.0,2.6888
mogul,1.0,2.7069
mohar,0.0,2.6626
mohel,0.0,2.6924
mohos,0.0,2.8152
mohrs,0.0,2.696
mohua,0.0,2.7545
mohur,0.0,2.6891
moile,0.0,2.6134
moils,0.0,2.6578
moira,0.0,2.6355
moire,0.0,2.6121
moist,1.0,2.6024
moits,0.0,2.6432
moity,0.0,2.6711
mojos,0.0,2.9367
moker,0.0,2.711
mokes,0.0,2.7576
mokey,0.0,2.7854
mokis,0.0,2.7542
mokky,0.0,2.9388
mokos,0.0,2.8618
mokus,0.0,2.7761
molal,0.0,2.7548
molar,1.0,2.6206
molas,0.0,2.6605
molds,0.0,2.6698
moldy,1.0,2.7001
moled,0.0,2.6488
moler,0.0,2.6277
moles,0.0,2.6387
moley,0.0,2.6794
molie,0.0,2.6222
molla,0.0,2.7688
molle,0.0,2.7349
mollo,0.0,2.8666
molls,0.0,2.7802
molly,0.922373,2.7854
moloi,0.0,2.7904
molos,0.0,2.7682
molto,0.0,2.7486
molts,0.0,2.6341
molue,0.0,2.6438
molvi,0.0,2.7812
molys,0.0,2.7227
momes,0.0,2.8125
momie,0.0,2.7793
momma,0.980082,3.0069
momme,0.0,2.9583
mommy,1.0,3.006
momos,0.0,2.926
mompe,0.0,2.8278
momus,0.0,2.837
monad,0.0,2.678
monal,0.0,2.6463
monas,0.0,2.6669
monde,0.0,2.6608
mondo,0.0,2.7982
moner,0.0,2.6307
money,1.0,2.6707
mongo,0.0,2.7944
mongs,0.0,2.717
monic,0.0,2.6849
monie,0.0,2.6204
monks,0.0,2.7095
monos,0.0,2.7652
monpe,0.0,2.6713
monte,0.0,2.6255
month,1.0,2.6699
monty,0.0,2.6716
moobs,0.0,2.8336
mooch,0.944585,2.8205
moods,0.0,2.7845
moody,1.0,2.8254
mooed,0.003896,2.7663
mooey,0.0,2.7988
mooks,0.0,2.8457
moola,0.0,2.755
mooli,0.0,2.7815
mools,0.0,2.7636
mooly,0.0,2.7646
moong,0.0,2.7958
mooni,0.0,2.7764
moons,0.0,2.7481
moony,0.977728,2.7873
moops,0.0,2.7985
moors,0.0,2.754
moory,0.0,2.7567
moose,1.0,2.7534
mooth,0.0,2.7563
moots,0.0,2.7656
moove,0.0,2.8379
moped,1.0,2.6635
moper,0.736992,2.629
mopes,0.0,2.6692
mopey,0.995438,2.6899
moppy,0.0,2.8624
mopsy,0.0,2.6912
mopus,0.0,2.7178
morae,0.0,2.6041
morah,0.0,2.646
moral,1.0,2.624
moran,0.0,2.6264
moras,0.0,2.6373
morat,0.0,2.5979
moray,0.946067,2.6702
moree,0.0,2.6621
morel,0.980266,2.6124
mores,0.0,2.6256
morgy,0.0,2.6981
moria,0.0,2.6434
morin,0.0,2.6312
mormo,0.0,2.8785
morna,0.0,2.637
morne,0.0,2.6096
morns,0.0,2.6315
moron,1.0,2.7439
moror,0.0,2.8143
morph,1.0,2.6702
morra,0.0,2.726
morro,0.0,2.8272
morse,0.0,2.6016
morts,0.0,2.6328
moruk,0.0,2.7214
mosed,0.0,2.6782
moses,0.0,2.7845
mosey,0.964843,2.6913
mosks,0.0,2.8733
mosso,0.0,2.8879
mossy,1.0,2.8268
moste,0.0,2.6274
mosto,0.0,2.747
mosts,0.0,2.7781
moted,0.0,2.6539
motel,1.0,2.6086
moten,0.0,2.6359
motes,0.0,2.6401
motet,0.0,2.7262
motey,0.0,2.6812
moths,0.0,2.6893
mothy,0.0,2.7141
motif,1.0,2.7032
motis,0.0,2.6526
moton,0.0,2.7355
motor,1.0,2.7264
motte,0.0,2.7252
motto,1.0,2.8806
motts,0.0,2.7586
motty,0.0,2.7811
motus,0.0,2.6679
motza,0.0,2.8066
mouch,0.0,2.6982
moues,0.0,2.6867
moufs,0.0,2.7613
mould,0.911774,2.6751
moule,0.0,2.6352
mouls,0.0,2.677
moult,0.019839,2.6385
mouly,0.0,2.6808
mound,1.0,2.6949
mount,1.0,2.6459
moups,0.0,2.7099
mourn,1.0,2.6554
mouse,1.0,2.6671
moust,0.0,2.6227
mousy,0.996424,2.709
mouth,1.0,2.7111
moved,0.003896,2.7462
mover,1.0,2.7173
moves,0.0,2.7444
movie,1.0,2.7359
mowas,0.0,2.7613
mowed,0.003896,2.726
mower,1.0,2.7011
mowie,0.0,2.7338
mowra,0.0,2.7262
moxas,0.0,2.818
moxie,1.0,2.7944
moyas,0.0,2.7071
moyle,0.0,2.6656
moyls,0.0,2.7001
mozed,0.0,2.8103
mozes,0.0,2.8144
mozos,0.0,2.9231
mpret,0.0,2.636
mrads,0.0,2.6972
msasa,0.0,2.8914
mtepe,0.0,2.7483
mucho,0.0,2.754
mucic,0.0,2.8629
mucid,0.0,2.7328
mucin,0.0,2.6922
mucko,0.0,2.7898
mucks,0.0,2.7673
mucky,0.980804,2.8003
mucor,0.0,2.6575
mucro,0.0,2.682
mucus,1.0,2.859
mudar,0.0,2.68
muddy,1.0,2.8855
mudge,0.0,2.7289
mudif,0.0,2.7994
mudim,0.0,2.8662
mudir,0.0,2.6866
mudra,0.0,2.7153
muffs,0.0,2.9193
muffy,0.0,2.9613
mufti,0.0,2.7755
mugga,0.0,2.8894
muggs,0.0,2.8976
muggy,1.0,2.8958
mugho,0.0,2.7853
mugil,0.0,2.7016
mugos,0.0,2.7306
muhly,0.0,2.7596
muids,0.0,2.729
muils,0.0,2.6681
muirs,0.0,2.6683
muiry,0.0,2.686
muist,0.0,2.6168
mujik,0.0,2.9108
mukim,0.0,2.9189
mukti,0.0,2.7865
mulai,0.0,2.724
mulch,1.0,2.729
mulct,0.0,2.6768
muled,0.0,2.6731
mules,0.0,2.6652
muley,0.0,2.701
mulga,0.0,2.7201
mulie,0.0,2.6415
mulla,0.0,2.7981
mulls,0.0,2.8097
mulse,0.0,2.6403
mulsh,0.0,2.6891
mumbo,0.0,2.9114
mumms,0.0,3.0249
mummy,1.0,3.0424
mumph,0.0,2.9058
mumps,0.0,2.8583
mumsy,0.0,2.8525
mumus,0.0,3.0019
munch,1.0,2.7233
munds,0.0,2.7593
mundu,0.0,2.9111
munga,0.0,2.7242
munge,0.0,2.7016
mungi,0.0,2.7493
mungo,0.0,2.719
mungs,0.0,2.7411
mungy,0.0,2.7484
munia,0.0,2.696
munis,0.0,2.6835
munja,0.0,2.8523
munjs,0.0,2.859
munts,0.0,2.6805
muntu,0.0,2.8467
muons,0.0,2.6688
mural,1.0,2.6667
muras,0.0,2.6619
mured,0.0,2.651
mures,0.0,2.648
murex,0.0,2.7806
murgh,0.0,2.7336
murgi,0.0,2.7341
murid,0.0,2.6897
murks,0.0,2.7521
murky,1.0,2.7592
murls,0.0,2.6931
murly,0.0,2.7045
murra,0.0,2.7678
murre,0.0,2.728
murri,0.0,2.7934
murrs,0.0,2.7808
murry,0.0,2.7883
murth,0.0,2.6715
murti,0.0,2.6778
muruk,0.0,2.8901
murva,0.0,2.7699
musar,0.0,2.6455
musca,0.0,2.6996
mused,0.003896,2.6896
musee,0.0,2.7151
muser,0.0,2.6535
muses,0.0,2.8328
muset,0.0,2.6388
musha,0.0,2.7409
mushy,1.0,2.7754
music,1.0,2.7169
musit,0.0,2.6409
musks,0.0,2.9003
musky,1.0,2.7929
musos,0.0,2.8146
musse,0.0,2.7773
mussy,0.0,2.8286
musta,0.0,2.6742
musth,0.0,2.6826
musts,0.0,2.8397
musty,1.0,2.7068
mutas,0.0,2.6659
mutch,0.0,2.7111
muted,0.003896,2.6701
muter,0.0,2.6367
mutes,0.0,2.6695
mutha,0.0,2.7194
mutic,0.0,2.7098
mutis,0.0,2.6666
muton,0.0,2.6669
mutti,0.0,2.8071
mutts,0.0,2.8187
mutum,0.0,2.9774
muvva,0.0,2.9801
muxed,0.0,2.8335
muxes,0.0,2.8272
muzak,0.0,2.8977
muzzy,0.0,3.0422
mvula,0.0,2.794
mvule,0.0,2.7563
mvuli,0.0,2.8224
myall,0.0,2.7709
myals,0.0,2.6818
mylar,0.0,2.6741
mynah,0.0,2.7373
mynas,0.0,2.7191
myoid,0.0,2.7328
myoma,0.0,2.8603
myons,0.0,2.6989
myope,0.0,2.7182
myops,0.0,2.7348
myopy,0.0,2.8854
myrrh,0.957478,2.836
mysid,0.0,2.7707
mysie,0.0,2.7048
mythi,0.0,2.782
myths,0.0,2.7748
mythy,0.0,2.9185
myxos,0.0,2.875
mzees,0.0,2.8989
naams,0.0,2.7664
naans,0.0,2.838
naats,0.0,2.701
nabam,0.0,2.815
nabby,0.0,2.8704
nabes,0.0,2.672
nabis,0.0,2.688
nabks,0.0,2.7591
nabla,0.0,2.7689
nabob,0.835053,2.8404
nache,0.0,2.6643
nacho,0.968018,2.7043
nacre,0.0,2.5902
nadas,0.0,2.7765
nadir,1.0,2.6187
naeve,0.0,2.7519
naevi,0.0,2.7545
naffs,0.0,2.8888
nagar,0.0,2.7177
nagas,0.0,2.7636
nages,0.0,2.6666
naggy,0.638004,2.8495
nagor,0.0,2.6383
nahal,0.0,2.7627
naiad,0.0,2.727
naibs,0.0,2.69
naice,0.0,2.6009
naids,0.0,2.6714
naieo,0.0,2.6351
naifs,0.0,2.7004
naiks,0.0,2.6855
nails,0.0,2.6152
naily,0.0,2.6379
nains,0.0,2.7413
naios,0.0,2.6553
naira,0.0,2.6995
nairu,0.0,2.6813
naive,1.0,2.6965
najib,0.0,2.8535
nakas,0.0,2.8026
naked,1.0,2.6917
naker,0.0,2.6693
nakfa,0.0,2.8884
nalas,0.0,2.7194
naled,0.0,2.6174
nalla,0.0,2.8356
namad,0.0,2.7884
namak,0.0,2.8225
namaz,0.0,2.908
named,0.003896,2.6495
namer,0.0,2.6304
names,0.0,2.6504
namma,0.0,2.9208
namus,0.0,2.713
nanas,0.0,2.8493
nance,0.0,2.7276
nancy,0.0,2.7881
nandu,0.0,2.8636
nanna,0.0,3.0017
nanny,1.0,2.947
nanos,0.0,2.764
nante,0.0,2.7083
nanti,0.0,2.7668
nanto,0.0,2.7551
nants,0.0,2.7456
nanty,0.0,2.7635
nanua,0.0,2.8884
napas,0.0,2.7546
naped,0.0,2.6594
napes,0.0,2.6525
napoh,0.0,2.6939
napoo,0.0,2.7838
nappa,0.0,2.918
nappe,0.0,2.7714
nappy,0.944585,2.8183
naras,0.0,2.7088
narco,0.0,2.625
narcs,0.0,2.6074
nards,0.0,2.6831
nares,0.0,2.6018
naric,0.0,2.6382
naris,0.0,2.6268
narks,0.0,2.6914
narky,0.0,2.7141
narod,0.0,2.635
narra,0.0,2.8093
narre,0.0,2.6636
nasal,1.0,2.7275
nashi,0.0,2.7159
nasho,0.0,2.697
nasis,0.0,2.758
nason,0.0,2.7549
nasty,1.0,2.6514
nasus,0.0,2.7988
natak,0.0,2.7647
natal,0.97052,2.7205
natch,0.0,2.6571
nates,0.0,2.6097
natis,0.0,2.6143
natto,0.0,2.7292
natty,1.0,2.7625
natya,0.0,2.7742
nauch,0.0,2.6816
naunt,0.0,2.7386
naval,1.0,2.837
navar,0.0,2.7705
naved,0.0,2.7091
navel,1.0,2.6958
naves,0.0,2.7202
navew,0.0,2.7852
navvy,0.0,2.9161
nawab,0.0,2.8723
nawal,0.0,2.789
nazar,0.0,2.8348
nazes,0.0,2.7677
nazir,0.0,2.7472
nazis,0.0,2.783
nazzy,0.0,2.978
nduja,0.0,2.91
neafe,0.0,2.7404
neals,0.0,2.6174
neant,0.0,2.6981
neaps,0.0,2.6576
nears,0.0,2.6152
neath,0.0,2.6242
neato,0.0,2.6281
neats,0.0,2.6086
nebby,0.0,2.9047
nebek,0.0,2.8186
nebel,0.0,2.7319
neche,0.0,2.7618
necks,0.0,2.7327
neddy,0.0,2.8709
neebs,0.0,2.8011
needs,0.0,2.7626
needy,1.0,2.7963
neefs,0.0,2.8163
neeld,0.0,2.7222
neele,0.0,2.813
neemb,0.0,2.8374
neems,0.0,2.7856
neeps,0.0,2.7604
neese,0.0,2.8142
neeze,0.0,2.9685
nefie,0.0,2.7522
negri,0.0,2.6853
negro,0.0,2.6697
negus,0.0,2.7307
neifs,0.0,2.7085
neigh,0.870413,2.71
neist,0.0,2.5834
neive,0.0,2.7504
nelia,0.0,2.6416
nelis,0.0,2.6413
nelly,0.0,2.7842
nemas,0.0,2.6772
nemic,0.0,2.7226
nemns,0.0,2.8449
nempt,0.0,2.726
nenes,0.0,2.832
nenta,0.0,2.753
neons,0.0,2.7801
neosa,0.0,2.6396
neoza,0.0,2.7915
neper,0.0,2.7035
nepit,0.0,2.6405
neral,0.0,2.6068
neram,0.0,2.6445
nerds,0.0,2.6577
nerdy,1.0,2.6747
nerfs,0.0,2.7215
nerka,0.0,2.6802
nerks,0.0,2.7103
nerol,0.0,2.6288
nerts,0.0,2.6291
nertz,0.0,2.7628
nerve,1.0,2.7682
nervy,1.0,2.7546
neski,0.0,2.7354
nests,0.0,2.7777
nesty,0.0,2.6592
netas,0.0,2.6222
netes,0.0,2.6845
netop,0.0,2.6717
netta,0.0,2.7248
netts,0.0,2.7535
netty,0.0,2.765
neuks,0.0,2.7411
neume,0.0,2.7511
neums,0.0,2.7119
nevel,0.0,2.7631
never,1.0,2.7763
neves,0.0,2.7964
nevis,0.0,2.7408
nevus,0.0,2.7866
nevvy,0.0,2.9544
newbs,0.0,2.8335
newed,0.0,2.7815
newel,0.0,2.7686
newer,1.0,2.7667
newie,0.0,2.767
newly,1.0,2.7519
newsy,0.988794,2.7575
newts,0.0,2.7149
nexal,0.0,2.7543
nexin,0.0,2.9045
nexts,0.0,2.782
nexum,0.0,2.8771
nexus,1.0,2.8441
ngaio,0.0,2.7302
ngaka,0.0,2.8655
ngana,0.0,2.9147
ngapi,0.0,2.7691
ngati,0.0,2.7061
ngege,0.0,2.9017
ngoma,0.0,2.7535
ngoni,0.0,2.847
ngram,0.0,2.7362
ngwee,0.0,2.8274
nibby,0.0,2.8928
nicad,0.0,2.683
niced,0.0,2.6658
nicer,1.0,2.6183
nicey,0.0,2.6991
niche,1.0,2.6723
nicht,0.0,2.684
nicks,0.0,2.7174
nicky,0.0,2.773
nicol,0.0,2.6491
nidal,0.0,2.6596
nided,0.0,2.7668
nides,0.0,2.6549
nidor,0.0,2.6417
nidus,0.0,2.7283
niece,1.0,2.703
niefs,0.0,2.7144
niess,0.0,2.7554
nieve,0.0,2.7708
nifes,0.0,2.7085
niffs,0.0,2.8982
niffy,0.0,2.9085
nifle,0.0,2.6768
nifty,1.0,2.7338
niger,0.0,2.6451
nigga,0.0,2.8521
nighs,0.0,2.7457
night,1.0,2.7023
nigre,0.0,2.6298
nigua,0.0,2.7444
nihil,0.0,2.8192
nikab,0.0,2.7833
nikah,0.0,2.7468
nikau,0.0,2.8085
nilas,0.0,2.6479
nills,0.0,2.772
nimbi,0.0,2.9194
nimbs,0.0,2.784
nimby,0.0,2.7901
nimps,0.0,2.7446
niner,0.0,2.7317
nines,0.0,2.7755
ninja,1.0,2.9561
ninny,0.958457,2.953
ninon,0.0,2.9162
ninta,0.0,2.762
ninth,1.0,2.7993
niopo,0.0,2.7773
nioza,0.0,2.7968
nipas,0.0,2.6846
nipet,0.0,2.622
nippy,0.977091,2.8317
niqab,0.0,2.8774
nirls,0.0,2.6724
nirly,0.0,2.6831
nisei,0.0,2.7762
nisin,0.0,2.8918
nisse,0.0,2.7314
nisus,0.0,2.8113
nital,0.0,2.6222
niter,0.0,2.5969
nites,0.0,2.6181
nitid,0.0,2.7877
niton,0.0,2.7411
nitre,0.0,2.5821
nitro,0.911774,2.6213
nitry,0.0,2.6503
nitta,0.0,2.7337
nitto,0.0,2.741
nitty,0.0,2.7601
nival,0.0,2.7097
nivas,0.0,2.7399
nivel,0.0,2.695
nixed,0.003896,2.7928
nixer,0.0,2.7452
nixes,0.0,2.7859
nixie,0.0,2.8807
nizam,0.0,2.8392
njirl,0.0,2.8054
nkosi,0.0,2.7599
nmoli,0.0,2.721
nmols,0.0,2.7127
noahs,0.0,2.6865
nobby,0.0,2.8797
noble,1.0,2.6228
nobly,1.0,2.6865
nocks,0.0,2.744
nodal,0.854802,2.634
noddy,0.0,2.8396
noded,0.0,2.7714
nodes,0.0,2.647
nodum,0.0,2.7314
nodus,0.0,2.7179
noels,0.0,2.6299
noema,0.0,2.6886
noeme,0.0,2.7363
nogal,0.0,2.6589
noggs,0.0,2.8452
noggy,0.0,2.8551
nohow,0.0,2.8751
noias,0.0,2.6453
noils,0.0,2.6372
noily,0.0,2.6487
noint,0.0,2.712
noire,0.0,2.5962
noirs,0.0,2.6249
noise,1.0,2.6385
noisy,1.0,2.6715
nokes,0.0,2.7336
noles,0.0,2.643
nolle,0.0,2.7211
nolls,0.0,2.765
nolos,0.0,2.7509
nomad,1.0,2.6804
nomas,0.0,2.6867
nomen,0.0,2.7959
nomes,0.0,2.6896
nomic,0.0,2.7086
nomoi,0.0,2.8087
nomos,0.0,2.7945
nonan,0.0,2.9093
nonas,0.0,2.7674
nonce,0.0,2.7486
noncy,0.0,2.7963
nonda,0.0,2.8214
nondo,0.0,2.9131
nones,0.0,2.7665
nonet,0.0,2.7166
nongs,0.0,2.8244
nonic,0.0,2.7898
nonis,0.0,2.7642
nonna,0.0,2.9264
nonno,0.0,3.0141
nonny,0.0,2.9335
nonyl,0.0,2.8027
noobs,0.0,2.8124
noois,0.0,2.744
nooit,0.0,2.6942
nooks,0.0,2.8059
nooky,0.0,2.8377
noone,0.0,2.8488
noons,0.0,2.8699
noops,0.0,2.781
noose,1.0,2.7256
noove,0.0,2.8199
nopal,0.0,2.6643
noria,0.0,2.6306
norie,0.0,2.6046
noris,0.0,2.6357
norks,0.0,2.7026
norma,0.0,2.6622
norms,0.0,2.6521
north,1.0,2.6379
nosed,0.003896,2.6415
noser,0.0,2.6204
noses,0.0,2.784
nosey,0.829263,2.6739
noshi,0.0,2.7168
nosir,0.0,2.616
notal,0.0,2.6257
notam,0.0,2.6679
notch,1.0,2.6681
noted,0.003896,2.6268
noter,0.0,2.6044
notes,0.0,2.6149
notum,0.0,2.6844
nougs,0.0,2.6982
nouja,0.0,2.8415
nould,0.0,2.6766
noule,0.0,2.6191
nouls,0.0,2.6649
nouns,0.0,2.7959
nouny,0.0,2.8002
noups,0.0,2.6938
noust,0.0,2.6116
novae,0.0,2.6981
novas,0.0,2.7327
novel,1.0,2.7003
novia,0.0,2.7361
novio,0.0,2.8276
novum,0.0,2.7947
noway,0.0,2.7533
nowds,0.0,2.7835
nowed,0.0,2.7173
nowls,0.0,2.7381
nowts,0.0,2.7211
nowty,0.0,2.74
noxal,0.0,2.7663
noxas,0.0,2.7922
noxes,0.0,2.7868
noyau,0.0,2.747
noyed,0.0,2.6991
noyes,0.0,2.6912
nrtta,0.0,2.7237
nrtya,0.0,2.6877
nsima,0.0,2.7208
nubby,0.0,2.9123
nubia,0.0,2.7418
nucha,0.0,2.7449
nucin,0.0,2.8009
nuddy,0.0,2.8855
nuder,0.0,2.6573
nudes,0.0,2.6695
nudge,1.0,2.7021
nudgy,0.0,2.7748
nudie,0.0,2.6664
nudzh,0.0,2.8994
nuevo,0.0,2.7713
nuffs,0.0,2.9283
nugae,0.0,2.6652
nujol,0.0,2.8055
nuked,0.003896,2.7368
nukes,0.0,2.7383
nulla,0.0,2.7926
nullo,0.0,2.7906
nulls,0.0,2.7868
nully,0.0,2.8048
numbs,0.0,2.7549
numen,0.0,2.8253
nummy,0.0,2.894
numps,0.0,2.7666
nunks,0.0,2.8829
nunky,0.0,2.9008
nunny,0.0,2.973
nunus,0.0,2.9651
nuque,0.0,2.9739
nurds,0.0,2.7328
nurdy,0.0,2.738
nurls,0.0,2.699
nurrs,0.0,2.7806
nurse,1.0,2.6296
nurts,0.0,2.6586
nurtz,0.0,2.7922
nused,0.0,2.6794
nuses,0.0,2.7948
nutso,0.918127,2.6518
nutsy,0.0,2.6631
