word,unseen_prior,is_target,src_1_norvig,src_2_wordfreq,src_3_subtlex,src_4_github,src_5_nltk_news,src_6_nltk_fiction,src_7_nltk_reuters,src_8_nltk_gutenberg,src_9_nltk_chat,src_10_nltk_web,log_src_1_norvig,log_src_2_wordfreq,log_src_3_subtlex,log_src_4_github,log_src_5_nltk_news,log_src_6_nltk_fiction,log_src_7_nltk_reuters,log_src_8_nltk_gutenberg,log_src_9_nltk_chat,log_src_10_nltk_web,is_standard_plural,is_excluded,src_breadth,conversational_mean,tech_skew,oof_predicted_prob,ranking_prob,stage_1_rank,is_predicted_solution,is_in_4500_guess_list
aahed,0.0,0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,0.04139268515822508,0.04139268515822508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,2,-2.737501785769964,2.258198128349077,4.10852603797192e-05,4.10852603797192e-05,6479,False,False
aalii,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,7.523779141964293e-06,7.523779141964293e-06,13135,False,False
aapas,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,0,-2.9978499570595205,1.9978499570595205,7.665730856846619e-06,7.665730856846619e-06,12430,False,False
aargh,0.0,0,71592.0,6.76e-08,33.0,1136.0,0,0,0,0,0,0,4.862510624791033,-7.163549286279846,1.5198279937757189,2.9965116522837576,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,4,-1.9109303231260317,2.9091861492679105,0.0019987537815168922,0.0019987537815168922,4684,False,False
aarti,0.0,0,63273.0,1.7e-07,0.0,274.0,0,0,0,0,0,0,4.809859913708521,-6.766953097901817,-1.0,2.4379090355394983,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,3,-2.4417382744754543,3.1606927922452037,2.345395016696807e-05,2.345395016696807e-05,7235,False,False
abaca,0.0,0,79841.0,5.89e-08,1.0,3.0,0,0,0,0,0,0,4.9090883225888655,-7.22242819530859,0.04139268515822508,0.4913616938342727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,4,-2.295258877537591,2.040939724454727,0.0001585967934328134,0.0001585967934328134,5732,False,False
abaci,0.0,0,0.0,1.55e-08,0.0,3.0,0,0,0,0,0,0,3.104350519242735,-7.781989957015637,-1.0,0.4913616938342727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,2,-2.695497489253909,2.4411783361710455,1.0644578213546768e-05,1.0644578213546768e-05,9794,False,False
aback,1.0,1,272920.0,9.77e-07,15.0,341.0,0,1,0,3,0,0,5.4380541458235605,-6.009652264025459,1.1789769472931695,2.5328817194073974,-1.0,-1.0,-1.0,0.4913616938342727,-1.0,-1.0,False,False,6,-1.7076688291830724,2.474109688886771,0.9647875830830667,0.9647875830830667,1354,True,True
abacs,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,0,-2.9978499570595205,1.9978499570595205,7.675525093286249e-06,7.675525093286249e-06,11838,False,False
abaft,0.0,0,19188.0,6.31e-08,2.0,8.0,0,0,0,2,0,0,4.310897138687436,-7.193006486317893,0.3222192947339193,0.9084850188786497,-1.0,-1.0,-1.0,0.3222192947339193,-1.0,-1.0,False,False,5,-2.2176967978959934,2.171939307335318,0.0019203157665216876,0.0019203157665216876,4695,False,False
abaht,0.0,0,0.0,0.0,0.0,5.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.7075701760979364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.851635045108489,7.714214489515353e-06,7.714214489515353e-06,11806,False,False
abaka,0.0,0,0.0,0.0,0.0,7.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.8512583487190752,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.9234791314190582,7.352468873658813e-06,7.352468873658813e-06,14150,False,False
abamp,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,8.06402725747637e-06,8.06402725747637e-06,10903,False,False
aband,0.0,0,0.0,1.58e-08,0.0,3.0,0,0,0,0,0,0,3.104350519242735,-7.774174008538107,-1.0,0.4913616938342727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,2,-2.693543502134527,2.4392243490516634,1.0483887746863653e-05,1.0483887746863653e-05,9876,False,False
abase,0.911774,1,29383.0,3.63e-08,3.0,44.0,0,0,0,5,0,0,4.486495653559774,-7.428058364925538,0.4913616938342727,1.6444385894678386,-1.0,-1.0,-1.0,0.4913616938342727,-1.0,-1.0,False,False,5,-2.2341741677728164,2.556393462506736,0.009244527365868315,0.009244527365868315,4181,True,True
abash,0.031973,1,0.0,1.05e-08,0.0,6.0,0,0,0,1,0,0,3.104350519242735,-7.938547520912807,-1.0,0.785329835010767,-1.0,-1.0,-1.0,0.04139268515822508,-1.0,-1.0,False,False,3,-2.7346368802282015,2.627301797733585,3.712331641457843e-05,3.712331641457843e-05,6603,False,True
abask,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,7.523779141964293e-06,7.523779141964293e-06,13136,False,False
abate,1.0,1,470646.0,4.79e-07,5.0,222.0,0,0,1,1,0,0,5.6738661745041,-6.318740667397981,0.7075701760979364,2.346548558548474,-1.0,-1.0,-1.0,0.04139268515822508,-1.0,-1.0,False,False,6,-1.9027926228250112,2.576066902099248,0.18554881932705172,0.18554881932705172,3370,True,True
abaya,0.0,0,84401.0,1.74e-07,0.0,39.0,0,0,0,0,0,0,4.932841947110007,-6.7569123204946235,-1.0,1.5921767573958667,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,3,-2.439228080123656,2.7353164588215897,2.646080736186296e-05,2.646080736186296e-05,7071,False,False
abbas,0.0,0,1437558.0,2.57e-06,5.0,760.0,0,0,3,0,0,0,6.13080901026146,-5.718734767762263,0.7075701760979364,2.8808707325324234,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,5,-1.7527911479160816,2.6932265141822933,0.0825705975086104,0.0825705975086104,3657,False,True
abbed,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.04139268515822508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.518546299638633,7.490520612268089e-06,7.490520612268089e-06,13828,False,False
abbes,0.0,0,25330.0,1.62e-08,0.0,30.0,0,0,0,0,0,0,4.4249077588218,-7.763966852882364,-1.0,1.4785664955938433,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,3,-2.690991713220591,2.9302749610175125,1.3216281686848385e-05,1.3216281686848385e-05,9020,False,False
abbey,0.999124,1,4224864.0,7.59e-06,162.0,2776.0,1,4,5,67,0,0,6.13080901026146,-5.718734767762263,1.8068580295188175,2.9965116522837576,-1.0,-1.0,-1.0,0.4913616938342727,-1.0,-1.0,False,False,8,-1.4779691845608613,2.4762250107027404,0.9819927077244914,0.9819927077244914,504,True,True
abbot,0.992376,1,992552.0,2.69e-06,43.0,1774.0,0,2,0,0,0,0,5.997309305579244,-5.718734767762263,1.6344772701607315,2.9965116522837576,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,5,-1.521064374400383,2.5193202005422615,0.6733791265364896,0.6733791265364896,2499,True,True
abcee,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,7.665730856846619e-06,7.665730856846619e-06,12431,False,False
abeam,0.0,0,17316.0,5.62e-08,7.0,23.0,0,0,0,1,0,0,4.269223318010514,-7.2424521465307565,0.8512583487190752,1.3636119798921444,-1.0,-1.0,-1.0,0.04139268515822508,-1.0,-1.0,False,False,5,-2.0977984494529203,2.2796044393989927,0.008086602542178488,0.008086602542178488,4225,True,False
abear,0.0,0,0.0,0.0,0.0,3.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.4913616938342727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.7435308039766566,7.408256472900425e-06,7.408256472900425e-06,14058,False,False
abeat,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.04139268515822508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.518546299638633,7.649724622286874e-06,7.649724622286874e-06,12987,False,False
abeer,0.0,0,23105.0,4.57e-08,0.0,9.0,0,0,0,0,0,0,4.386973130970206,-7.330497165895657,-1.0,0.9590413923210935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,3,-2.5826242914739144,2.5621449876344613,1.7182978120957807e-05,1.7182978120957807e-05,8011,False,False
abele,0.0,0,62988.0,5.89e-08,1.0,17.0,0,0,0,0,0,0,4.807938017848966,-7.22242819530859,0.04139268515822508,1.2329961103921538,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,4,-2.295258877537591,2.411756932733668,0.0001868643994278873,0.0001868643994278873,5634,False,False
abeng,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,8.06402725747637e-06,8.06402725747637e-06,10904,False,False
abers,0.0,0,0.0,1.23e-08,0.0,5.0,0,0,0,0,0,0,3.104350519242735,-7.875495775165718,-1.0,0.7075701760979364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,2,-2.7188739437914293,2.5726590318403977,1.0578936764323593e-05,1.0578936764323593e-05,9834,False,False
abets,0.0,0,33014.0,4.17e-08,0.0,9.0,0,0,0,0,0,0,4.535111754046663,-7.3693687559795,-1.0,0.9590413923210935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,3,-2.5923421889948752,2.571862885155422,1.7602659338538423e-05,1.7602659338538423e-05,7914,False,False
abeys,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,0,-2.9978499570595205,1.9978499570595205,7.675525093286249e-06,7.675525093286249e-06,11839,False,False
abhor,1.0,1,169167.0,4.37e-07,12.0,319.0,0,0,0,24,0,0,5.2315679582040095,-6.358506059150384,1.08278537031645,2.5039268041935103,-1.0,-1.0,-1.0,0.4913616938342727,-1.0,-1.0,False,False,5,-1.8189301722084836,2.570893574305239,0.28861094620139344,0.28861094620139344,3183,True,True
abide,1.0,1,3722809.0,3.89e-06,138.0,1940.0,1,0,13,99,1,0,6.13080901026146,-5.718734767762263,1.8068580295188175,2.9965116522837576,-1.0,-1.0,-1.0,0.4913616938342727,-1.0,-1.0,False,False,8,-1.4779691845608613,2.4762250107027404,0.9710485470382557,0.9710485470382557,1205,True,True
abies,0.0,0,185002.0,1.7e-07,0.0,2.0,0,0,0,0,0,0,5.2701513080000515,-6.766953097901817,-1.0,0.3222192947339193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,3,-2.4417382744754543,2.102847921842414,2.934316257677426e-05,2.934316257677426e-05,6902,False,False
abius,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,8.082461265104315e-06,8.082461265104315e-06,10322,False,False
abjad,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,7.523779141964293e-06,7.523779141964293e-06,13137,False,False
abjud,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,7.675525093286249e-06,7.675525093286249e-06,11840,False,False
abled,0.003896,1,122479.0,1.95e-07,0.0,42.0,0,0,0,0,0,1,5.092547313270717,-6.707699615140919,-1.0,1.6242820958356683,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,4,-2.42692490378523,2.739065951703064,3.520254525595669e-05,3.520254525595669e-05,6652,False,True
abler,0.0,0,29740.0,1.95e-08,1.0,11.0,0,0,0,1,0,0,4.4915241736299505,-7.687822643560222,0.04139268515822508,1.0453229787866574,-1.0,-1.0,-1.0,0.04139268515822508,-1.0,-1.0,False,False,5,-2.411607489600499,2.4342689789938277,0.0006530786661684355,0.0006530786661684355,5102,False,False
ables,0.0,0,252284.0,5.37e-08,0.0,33.0,0,0,0,0,0,0,5.4040732067681025,-7.2618539112879406,-1.0,1.5198279937757189,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,3,-2.565463477821985,2.8253774747098443,2.101605460050787e-05,2.101605460050787e-05,7354,False,False
ablet,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.04139268515822508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.518546299638633,7.78512981365796e-06,7.78512981365796e-06,11552,False,False
ablow,0.0,0,15776.0,3.63e-08,0.0,0.0,0,0,0,0,0,0,4.231663246664453,-7.428058364925538,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,2,-2.6070145912313842,1.6070145912313842,1.778301332740574e-05,1.778301332740574e-05,7875,False,False
abmho,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,8.082461265104315e-06,8.082461265104315e-06,10323,False,False
abnet,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,7.675525093286249e-06,7.675525093286249e-06,11841,False,False
abode,1.0,1,1246541.0,1.35e-06,33.0,1025.0,0,0,0,81,0,1,6.096149366678897,-5.869338221795625,1.5198279937757189,2.9965116522837576,-1.0,-1.0,-1.0,0.4913616938342727,-1.0,-1.0,False,False,6,-1.5873775570049766,2.585633383146855,0.9283300289110645,0.9283300289110645,1743,True,True
abohm,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,8.06402725747637e-06,8.06402725747637e-06,10905,False,False
aboil,0.663523,1,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,7.665730856846619e-06,7.665730856846619e-06,12432,False,True
aboma,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,7.675525093286249e-06,7.675525093286249e-06,11842,False,False
aboon,0.0,0,0.0,0.0,0.0,6.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.785329835010767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.890514874564904,7.705979102914487e-06,7.705979102914487e-06,11826,False,False
abord,0.0,0,82154.0,3.16e-08,0.0,16.0,0,0,0,0,0,0,4.9212993388000354,-7.486516043295743,-1.0,1.2068258760318498,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,3,-2.621629010823936,2.725041948839861,1.6050162463280825e-05,1.6050162463280825e-05,8242,False,False
abore,0.0,0,0.0,0.0,0.0,3.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.4913616938342727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.7435308039766566,6.953627892539346e-06,6.953627892539346e-06,14678,False,False
aborn,0.0,0,21833.0,1.17e-08,0.0,1.0,0,0,0,0,0,0,4.36369845416628,-7.8955128886876045,-1.0,0.04139268515822508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,3,-2.7238782221719013,2.244574564751014,1.2923272167753798e-05,1.2923272167753798e-05,9083,False,False
abort,1.0,1,1569892.0,1.86e-06,235.0,2855.0,0,0,1,0,0,3,6.13080901026146,-5.7302489595704875,1.8068580295188175,2.9965116522837576,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,6,-1.4808477325129175,2.4791035586547965,0.6404653927437044,0.6404653927437044,2624,True,True
about,1.0,1,1226734006.0,0.00251,185206.0,2487348.0,147,336,2814,2595,72,657,6.13080901026146,-5.718734767762263,1.8068580295188175,2.9965116522837576,-1.0,-1.0,-1.0,0.4913616938342727,-1.0,-1.0,False,False,10,-1.4779691845608613,2.4762250107027404,0.9861131333842821,0.9861131333842821,279,True,True
above,1.0,1,141894620.0,0.000158,2493.0,40388.0,16,35,398,551,1,45,6.13080901026146,-5.718734767762263,1.8068580295188175,2.9965116522837576,-1.0,-1.0,-1.0,0.4913616938342727,-1.0,-1.0,False,False,10,-1.4779691845608613,2.4762250107027404,0.978838219368298,0.978838219368298,838,True,True
abram,0.0,0,610831.0,7.94e-07,0.0,194.0,0,0,0,61,0,0,5.786824224235758,-6.099621945833613,-1.0,2.2880255353883627,-1.0,-1.0,-1.0,0.4913616938342727,-1.0,-1.0,False,False,4,-2.2749054864584033,2.918918254152585,0.0007973239673352271,0.0007973239673352271,5027,False,False
abray,0.0,0,13971.0,0.0,0.0,0.0,0,0,0,0,0,0,4.1830590529185425,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,1.9978499570595205,9.562581672168862e-06,9.562581672168862e-06,10144,False,False
abrim,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.04139268515822508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.518546299638633,7.3053772646324804e-06,7.3053772646324804e-06,14190,False,False
abrin,0.0,0,0.0,1.32e-08,0.0,6.0,0,0,0,0,0,0,3.104350519242735,-7.847100403606253,-1.0,0.785329835010767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,2,-2.711775100901563,2.6044400184069465,1.0911285290890981e-05,1.0911285290890981e-05,9664,False,False
abris,0.0,0,21355.0,0.0,0.0,12.0,0,0,0,0,0,0,4.35461929932927,-8.991399828238082,-1.0,1.08278537031645,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,2,-2.9978499570595205,3.0392426422177454,8.367936409769126e-06,8.367936409769126e-06,10314,False,False
absey,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,7.675525093286249e-06,7.675525093286249e-06,11843,False,False
absit,0.0,0,0.0,0.0,1.0,3.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,0.04139268515822508,0.4913616938342727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,2,-2.737501785769964,2.4831826326871003,3.966135571769801e-05,3.966135571769801e-05,6523,False,False
abuna,0.0,0,0.0,1.29e-08,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-7.856360764725457,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.714090191181364,1.7140901911813642,1.1434740922953647e-05,1.1434740922953647e-05,9441,False,False
abune,0.0,0,0.0,1.51e-08,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-7.792634962530928,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.6981587406327323,1.6981587406327323,1.1700196890493572e-05,1.1700196890493572e-05,9340,False,False
abura,0.0,0,0.0,0.0,0.0,5.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.7075701760979364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.851635045108489,6.821237631930504e-06,6.821237631930504e-06,14794,False,False
aburn,0.0,0,0.0,0.0,0.0,5.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.7075701760979364,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.851635045108489,7.299750626487739e-06,7.299750626487739e-06,14312,False,False
abuse,1.0,1,36269685.0,4.57e-05,523.0,9756.0,1,0,2,14,0,2,6.13080901026146,-5.718734767762263,1.8068580295188175,2.9965116522837576,-1.0,-1.0,-1.0,0.4913616938342727,-1.0,-1.0,False,False,8,-1.4779691845608613,2.4762250107027404,0.9765465526892254,0.9765465526892254,985,True,True
abuts,0.0,0,106431.0,1.86e-07,2.0,11.0,0,0,0,0,0,0,5.032226187532183,-6.728111947339516,0.3222192947339193,1.0453229787866574,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,4,-2.1014731631513994,2.124134652544728,0.0002727258437174085,0.0002727258437174085,5453,False,False
abuzz,1.0,1,101924.0,2e-07,2.0,112.0,0,0,0,0,0,0,5.013661180465053,-6.696760731348004,0.3222192947339193,2.049605612594973,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,4,-2.093635359153521,2.618438165451008,0.0008561018980742533,0.0008561018980742533,4995,False,True
abyes,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,0,-2.9978499570595205,1.9978499570595205,7.523779141964293e-06,7.523779141964293e-06,13138,False,False
abysm,0.0,0,0.0,0.0,0.0,3.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.4913616938342727,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.7435308039766566,7.737159029402232e-06,7.737159029402232e-06,11746,False,False
abyss,1.0,1,1152408.0,2.51e-06,90.0,1951.0,0,1,1,23,0,1,6.062085213263123,-5.718734767762263,1.8068580295188175,2.9965116522837576,-1.0,-1.0,-1.0,0.4913616938342727,-1.0,-1.0,False,False,8,-1.4779691845608613,2.4762250107027404,0.972420012032129,0.972420012032129,1198,True,True
acais,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,7.665730856846619e-06,7.665730856846619e-06,12433,False,False
acara,0.0,0,30850.0,6.92e-08,0.0,2.0,0,0,0,0,0,0,4.506797169665944,-7.153539174870668,-1.0,0.3222192947339193,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,3,-2.538384793717667,2.1994944410846267,1.840145001018512e-05,1.840145001018512e-05,7726,False,False
acari,0.0,0,80144.0,6.17e-08,0.0,6.0,0,0,0,0,0,0,4.910707627798289,-7.202593950323618,-1.0,0.785329835010767,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,3,-2.5506484875809043,2.443313405086288,1.841710478568576e-05,1.841710478568576e-05,7724,False,False
accas,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,0,-2.9978499570595205,1.9978499570595205,7.523779141964293e-06,7.523779141964293e-06,13139,False,False
accha,0.0,0,0.0,1.51e-08,0.0,11.0,0,0,0,0,0,0,3.104350519242735,-7.792634962530928,-1.0,1.0453229787866574,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,2,-2.6981587406327323,2.720820230026061,1.1191307102164347e-05,1.1191307102164347e-05,9531,False,False
accoy,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,8.082461265104315e-06,8.082461265104315e-06,10324,False,False
accra,0.0,0,577217.0,1.1e-06,4.0,54.0,0,0,0,0,0,0,5.762294804937074,-5.9582047920084955,0.6127838567197355,1.7331972651065695,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,4,-1.83635523382219,2.202953866375475,0.008481555825024847,0.008481555825024847,4210,True,False
acedy,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,7.665730856846619e-06,7.665730856846619e-06,12434,False,False
acene,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.04139268515822508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.518546299638633,7.649724622286874e-06,7.649724622286874e-06,12988,False,False
acerb,0.0,0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,0.04139268515822508,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,1,-2.9978499570595205,2.518546299638633,7.490520612268089e-06,7.490520612268089e-06,13829,False,False
acers,0.0,0,31994.0,2.88e-08,0.0,9.0,0,0,0,0,0,0,4.521995361070484,-7.525492360883025,-1.0,0.9590413923210935,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,True,True,3,-2.631373090220756,2.610893786381303,1.5012163263146098e-05,1.5012163263146098e-05,8507,False,False
aceta,0.0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3.104350519242735,-8.991399828238082,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,False,False,0,-2.9978499570595205,1.9978499570595205,7.665730856846619e-06,7.665730856846619e-06,12435,False,False
achar,0.0,0,32197.0,3.09e-08,1.0,9.0,0,0,0,1,0,0,4.524637546089742,-7.495937117321308,0.04139268515822508,0.9590413923210935,-1.0,-1.0,-1.0,0.04139268515822508,-1.0,-1.0,False,False,5,-2.3636361080407706,2.3431568042013176,0.0007246194823532946,0.0007246194823532946,5069,False,False
