word,prior,expected_guesses
batik,0.990889,2.6044
baton,0.0007792000000000001,2.5309
batos,0.0,2.5479
batta,0.0,2.7481
batts,0.0,2.6586
battu,0.0,2.7018
batty,0.997384,2.6825
bauds,0.0,2.6319
bauks,0.0,2.6396
baulk,0.0,2.6091
baurs,0.0,2.559
bavin,0.0,2.6475
bawds,0.0,2.7148
bawdy,0.2298243331506849,2.6898
bawks,0.0,2.7222
bawls,0.0,2.6293
bawns,0.0,2.6487
bawrs,0.0,2.63
bawty,0.0,2.6562
bayas,0.0,2.6816
bayed,0.003896,2.5944
bayer,0.0,2.5492
bayes,0.0,2.5831
bayle,0.0,2.5429
bayou,1.0,2.6699
bayts,0.0,2.5868
bazar,0.0,2.7388
bazas,0.0,2.7959
bazoo,0.0,2.812
bball,0.0,2.8282
bdays,0.0,2.6943
beach,0.6258625315068493,2.5963
beads,0.0,2.5852
beady,0.976432,2.5931
beaks,0.0,2.625
beaky,0.0,2.6241
beals,0.0,2.5317
beams,0.0,2.5843
beamy,0.0,2.5858
beano,0.0,2.5514
