word,prior,expected_guesses
etude,0.0007792000000000001,2.6619
etuis,0.0,2.5633
etwee,0.0,2.8074
etyma,0.0,2.6076
eughs,0.0,2.667
euked,0.0,2.7383
eupad,0.0,2.607
euros,0.0,2.5668
eusol,0.0,2.5496
evade,1.0,2.7423
evegs,0.0,2.8066
evens,0.0,2.74
event,0.2206990290410959,2.714
evert,0.031973,2.7014
every,0.7563543802739726,2.7572
evets,0.0,2.7343
evhoe,0.0,2.7742
evict,1.0,2.6356
evils,0.0,2.6493
evite,0.0,2.6629
evohe,0.0,2.7537
evoke,0.5108836997260274,2.7766
ewers,0.0,2.7238
ewest,0.0,2.6679
ewhow,0.0,2.8689
ewked,0.0,2.8025
exact,0.628600122739726,2.6814
exalt,0.3749166684931506,2.6466
exams,0.0,2.7334
excel,0.846694890958904,2.7555
exeat,0.0,2.7392
execs,0.0,2.8079
exeem,0.0,2.9335
exeme,0.0,2.9256
exert,0.6030492712328767,2.7486
exfil,0.0,2.7646
exier,0.0,2.7121
exies,0.0,2.7509
exile,0.0007792000000000001,2.7449
exine,0.0,2.7295
exing,0.0,2.7449
exist,0.9060093676712327,2.6606
exite,0.0,2.7122
exits,0.0,2.6868
exode,0.0,2.7804
exome,0.0,2.7911
exons,0.0,2.6779
expat,1.0,2.6736
expel,0.4780326049315069,2.7626
expos,0.0,2.7258
extol,0.0007792000000000001,2.6854
extra,0.8439572997260274,2.6827
exude,1.0,2.8356
exuls,0.0,2.72
exult,0.991164,2.6963
exurb,0.967006,2.7539
eyass,0.0,2.6773
eyers,0.0,2.6631
eying,0.985827,2.6332
eyots,0.0,2.5479
eyras,0.0,2.5506
eyres,0.0,2.6377
eyrie,0.0,2.6318
eyrir,0.0,2.655
ezine,0.0,2.7334
fabbo,0.0,2.8145
fabby,0.0,2.8203
fable,0.0007792000000000001,2.5734
faced,0.003896,2.5853
facer,0.0,2.5368
faces,0.0,2.5883
facet,0.4059427024657534,2.5528
facey,0.0,2.6117
facia,0.0,2.7003
facie,0.0,2.5555
facta,0.0,2.6889
facto,0.0,2.5985
facts,0.0,2.578
facty,0.0,2.6161
faddy,0.0,2.7861
faded,0.003896,2.727
fader,0.773749,2.5543
fades,0.0,2.589
fadge,0.0,2.6168
fados,0.0,2.6399
faena,0.0,2.6721
faery,0.0,2.5581
faffs,0.0,2.9453
faffy,0.0,2.9518
faggy,0.0,2.7941
fagin,0.0,2.6069
fagot,0.0,2.5984
faiks,0.0,2.6381
fails,0.0,2.5675
faine,0.0,2.5266
fains,0.0,2.5686
faint,0.2800135057534246,2.5335
faire,0.0,2.5046
fairs,0.0,2.5615
fairy,1.0,2.5867
faith,0.2581127758904109,2.5846
faked,0.003896,2.6599
faker,0.953757,2.6138
fakes,0.0,2.6439
fakey,0.0,2.6709
fakie,0.0,2.6247
fakir,0.809197,2.6123
falaj,0.0,2.8187
fales,0.0,2.5484
falls,0.0,2.7055
false,0.1440464745205479,2.5194
falsy,0.0,2.5697
famed,1.0,2.5965
fames,0.0,2.6105
fanal,0.0,2.6542
fancy,0.1586469610958904,2.6043
fands,0.0,2.6483
fanes,0.0,2.5608
fanga,0.0,2.7189
fango,0.0,2.6268
fangs,0.0,2.6281
fanks,0.0,2.653
fanny,0.0,2.7224
fanon,0.0,2.7107
fanos,0.0,2.5894
fanum,0.0,2.6575
faqir,0.0,2.7007
farad,0.0,2.6681
farce,1.0,2.5163
farci,0.0,2.5865
farcy,0.0,2.5799
fards,0.0,2.619
fared,0.003896,2.5473
farer,0.0,2.6057
fares,0.0,2.5449
farle,0.0,2.5047
farls,0.0,2.5693
farms,0.0,2.5964
faros,0.0,2.5606
farro,0.0,2.6422
farse,0.0,2.4995
farts,0.0,2.5451
fasci,0.0,2.6301
fasti,0.0,2.5866
fasts,0.0,2.7033
fatal,1.0,2.6498
fated,0.003896,2.5641
fates,0.0,2.5611
fatly,0.0,2.5697
fatso,0.0,2.567
fatty,1.0,2.7142
fatwa,1.0,2.7696
fauch,0.0,2.6391
faugh,0.0,2.677
fauld,0.0,2.6176
fault,0.9005341852054795,2.5606
fauna,1.0,2.7095
fauns,0.0,2.6074
faurd,0.0,2.6098
faute,0.0,2.5433
fauts,0.0,2.5772
fauve,0.0,2.6809
favas,0.0,2.7887
favel,0.0,2.6343
faver,0.0,2.6174
faves,0.0,2.6734
favor,1.0,2.6431
favus,0.0,2.7352
fawns,0.0,2.6654
fawny,0.0,2.6759
faxed,0.003896,2.7269
faxes,0.0,2.7194
fayed,0.0,2.6197
fayer,0.0,2.5727
fayne,0.0,2.5861
fayre,0.0,2.5631
fazed,0.003896,2.7146
fazes,0.0,2.7155
feals,0.0,2.5599
feard,0.0,2.5455
feare,0.0,2.5697
fears,0.0,2.5643
feart,0.0,2.492
fease,0.0,2.6098
feast,0.8722457424657535,2.5269
feats,0.0,2.564
feaze,0.0,2.7568
fecal,1.0,2.5798
feces,0.964314,2.6825
fecht,0.0,2.6475
fecit,0.0,2.581
fecks,0.0,2.7145
fedai,0.0,2.6379
fedex,0.0,2.8101
feebs,0.0,2.7539
feeds,0.0,2.7055
feels,0.0,2.6757
feely,0.0,2.6883
feens,0.0,2.6836
feers,0.0,2.6453
feese,0.0,2.7693
feeze,0.0,2.9252
fehme,0.0,2.7502
feign,1.0,2.6122
feint,0.998315,2.5364
feist,0.0,2.5234
felch,0.0,2.6448
felid,0.0,2.5967
felix,0.0,2.7217
fella,0.998656,2.707
fells,0.0,2.7176
felly,0.0,2.7284
felon,1.0,2.5816
felts,0.0,2.5784
felty,0.0,2.5935
femal,0.0,2.6061
femes,0.0,2.7139
femic,0.0,2.6817
femme,0.945143,2.8467
femmy,0.0,2.8239
femur,1.0,2.6167
fence,1.0,2.6483
fends,0.0,2.6139
fendy,0.0,2.669
fenis,0.0,2.588
fenks,0.0,2.687
fenny,0.0,2.7504
fents,0.0,2.5905
feods,0.0,2.6366
feoff,0.0,2.9367
feral,0.3119520701369863,2.5565
ferer,0.0,2.708
feres,0.0,2.6183
feria,0.0,2.5556
ferly,0.0,2.5996
fermi,0.0,2.6252
ferms,0.0,2.6221
ferns,0.0,2.5756
ferny,0.0,2.5984
ferox,0.0,2.6984
ferry,1.0,2.6981
fesse,0.0,2.7624
festa,0.0,2.5647
fests,0.0,2.7207
festy,0.0,2.6102
fetal,1.0,2.5393
fetas,0.0,2.5553
fetch,0.0007792000000000001,2.6296
feted,0.003896,2.6597
fetes,0.0,2.6504
fetid,0.0007792000000000001,2.5883
fetor,0.0,2.5429
fetta,0.0,2.6706
fetts,0.0,2.6942
fetus,1.0,2.6234
fetwa,0.0,2.6698
feuar,0.0,2.5544
feuds,0.0,2.6393
feued,0.0,2.6852
fever,0.1458715353424657,2.7253
fewer,1.0,2.7109
feyed,0.0,2.7131
feyer,0.0,2.6724
feyly,0.0,2.7853
fezes,0.0,2.8085
fezzy,0.0,2.9612
fiars,0.0,2.5669
fiats,0.0,2.57
fiber,0.238037106849315,2.5819
fibre,0.0,2.5826
fibro,0.0,2.6367
fices,0.0,2.6063
fiche,0.0,2.6336
fichu,0.0,2.7233
ficin,0.0,2.7384
ficos,0.0,2.6333
ficta,0.0,2.6078
ficus,0.986342,2.6599
fides,0.0,2.6003
fidge,0.0,2.6239
fidos,0.0,2.6485
fidus,0.0,2.6853
fiefs,0.0,2.7775
field,1.0,2.596
fiend,0.6605386871232877,2.6034
fient,0.0,2.5367
fiere,0.0,2.5997
fieri,0.0,2.7129
fiers,0.0,2.569
fiery,0.0007792000000000001,2.5968
fiest,0.0,2.5262
fifed,0.0,2.7499
fifer,0.0,2.7045
fifes,0.0,2.7563
fifis,0.0,2.9066
fifth,0.0473182509589041,2.7691
fifty,0.7873804142465753,2.7756
figgy,0.0,2.8171
fight,1.0,2.6452
figos,0.0,2.6548
fiked,0.0,2.6744
fikes,0.0,2.6616
filar,0.0,2.5488
filch,0.928638,2.6256
filed,0.003896,2.5738
filer,0.971674,2.5438
files,0.0,2.5727
filet,0.2891388098630137,2.5259
filii,0.0,2.8956
filks,0.0,2.6588
fille,0.0,2.663
fillo,0.0,2.7175
fills,0.0,2.7005
filly,0.0007792000000000001,2.7358
filmi,0.0,2.7939
films,0.0,2.6211
filmy,0.996424,2.6364
filon,0.0,2.5877
filos,0.0,2.5971
filth,1.0,2.5933
filum,0.0,2.6675
final,0.4981082739726027,2.5763
finca,0.0,2.6097
finch,0.4168930673972603,2.6307
finds,0.0,2.6076
fined,0.003896,2.5853
finer,1.0,2.5431
fines,0.0,2.58
finis,0.0,2.7319
finks,0.0,2.6417
finny,0.0,2.7424
finos,0.0,2.5956
fiord,0.0,2.5785
fiqhs,0.0,2.8243
fique,0.0,2.7802
fired,0.003896,2.5529
firer,0.0,2.6324
fires,0.0,2.5555
firie,0.0,2.6524
firks,0.0,2.6528
firma,0.0,2.6174
firms,0.0,2.605
firni,0.0,2.7204
firns,0.0,2.5874
firry,0.0,2.6878
first,1.0,2.5253
firth,0.015594,2.588
fiscs,0.0,2.7579
fisho,0.0,2.6626
fishy,0.8120187353424658,2.6703
fisks,0.0,2.8021
fists,0.0,2.7143
fisty,0.0,2.604
fitch,0.0,2.6329
fitly,0.0,2.5874
fitna,0.0,2.5736
fitte,0.0,2.6421
fitts,0.0,2.6906
fiver,0.0,2.6372
fives,0.0,2.6898
fixed,0.003896,2.7369
fixer,1.0,2.6875
fixes,0.0,2.7354
fixie,0.0,2.839
fixit,0.0,2.8392
fizzy,0.0007792000000000001,2.9336
fjeld,0.0,2.7912
fjord,0.99187,2.717
flabs,0.0,2.652
flack,0.987907,2.6359
flaff,0.0,2.921
flags,0.0,2.6163
flail,0.8028934312328767,2.7078
flair,1.0,2.5552
flake,0.3092144789041096,2.6
flaks,0.0,2.6331
flaky,0.0007792000000000001,2.6462
flame,0.4479191013698629,2.5723
flamm,0.0,2.7687
flams,0.0,2.6259
flamy,0.0,2.618
flane,0.0,2.535
flank,0.6550635046575343,2.6161
flans,0.0,2.5708
flaps,0.0,2.5944
flare,0.5565102202739727,2.5288
flary,0.0,2.5734
flash,0.181460221369863,2.5983
flask,0.7107278597260274,2.614
flats,0.0,2.5546
flava,0.0,2.7708
flawn,0.0,2.6622
flaws,0.0,2.6649
flawy,0.0,2.6723
flaxy,0.0,2.7379
flays,0.0,2.617
fleam,0.0,2.614
fleas,0.0,2.5892
fleck,0.966658,2.6536
fleek,0.0,2.6942
fleer,0.0,2.6182
flees,0.0,2.6607
fleet,1.0,2.6181
flegs,0.0,2.6588
fleme,0.0,2.6834
flesh,1.0,2.6026
fleur,0.0,2.5864
flews,0.0,2.6994
flexi,0.0,2.7755
flexo,0.0,2.7615
fleys,0.0,2.6407
flick,1.0,2.6517
flics,0.0,2.6076
flied,0.003896,2.5688
flier,1.0,2.5334
flies,0.0,2.5621
flimp,0.0,2.6674
flims,0.0,2.6456
fling,1.0,2.6239
flint,0.1568219002739726,2.5411
flips,0.0,2.5885
flirs,0.0,2.5914
flirt,0.8129312657534246,2.5458
flisk,0.0,2.6316
flite,0.0,2.5226
flits,0.0,2.5663
flitt,0.0,2.6624
float,1.0,2.5486
flobs,0.0,2.6709
flock,0.989962165479452,2.6591
flocs,0.0,2.6198
floes,0.0,2.5546
flogs,0.0,2.616
flong,0.0,2.6382
flood,1.0,2.7011
floor,0.9096594893150686,2.6671
flops,0.0,2.5861
flora,0.7536167890410959,2.5603
flore,0.0,2.5335
flors,0.0,2.5969
flory,0.0,2.5884
flosh,0.0,2.6118
floss,1.0,2.7129
flota,0.0,2.5721
flote,0.0,2.544
flour,0.2489874717808219,2.594
flout,0.8987091243835617,2.5747
flown,0.2161363769863013,2.6434
flows,0.0,2.6608
flowy,0.958457,2.6778
flubs,0.0,2.6658
flued,0.0,2.6048
flues,0.0,2.5953
fluey,0.0,2.6132
fluff,1.0,2.9562
fluid,1.0,2.6278
fluke,0.0007792000000000001,2.6451
fluky,0.987442,2.6914
flume,0.926242,2.6154
flump,0.0,2.698
flung,0.191498055890411,2.6545
flunk,0.2845761578082191,2.6585
fluor,0.0,2.5772
flurr,0.0,2.6943
flush,1.0,2.6459
flute,0.0007792000000000001,2.5581
fluty,0.0,2.6119
fluyt,0.0,2.6295
flyby,0.990702,2.8255
flyer,0.6568885654794521,2.5828
flyin,0.0,2.6233
flype,0.0,2.646
flyte,0.0,2.6156
fnarr,0.0,2.6628
foals,0.0,2.5702
foams,0.0,2.6193
foamy,0.0847319978082191,2.6486
focal,1.0,2.5924
focus,1.0,2.6367
foehn,0.0,2.6187
fogey,0.902458,2.6312
foggy,0.8996216547945205,2.8012
fogie,0.0,2.5961
fogle,0.0,2.5885
fogos,0.0,2.7502
fogou,0.0,2.7816
fohns,0.0,2.6461
foids,0.0,2.6374
foils,0.0,2.5616
foins,0.0,2.5751
foist,0.0007792000000000001,2.5475
folds,0.0,2.596
foley,0.0,2.594
folia,0.0,2.5935
folic,0.987324,2.6022
folie,0.0,2.549
folio,0.0418430684931506,2.6988
folks,0.0,2.6305
folky,1.0,2.6633
folly,0.6641888087671233,2.7283
fomes,0.0,2.6315
fonda,0.0,2.6412
fonds,0.0,2.6573
fondu,0.0,2.6756
fones,0.0,2.58
fonio,0.0,2.6852
fonly,0.0,2.5941
fonts,0.0,2.5741
foods,0.0,2.7216
foody,0.0,2.7502
fools,0.0,2.6803
foots,0.0,2.6864
footy,0.0,2.6896
foram,0.0,2.5973
foray,1.0,2.5944
forbs,0.0,2.6408
forby,0.0,2.6406
force,0.4232807802739726,2.5192
fordo,0.0,2.7014
fords,0.0,2.6026
forel,0.0,2.5337
fores,0.0,2.5503
forex,0.0,2.6742
forge,1.0,2.5653
forgo,1.0,2.7123
forks,0.0,2.6293
forky,0.0,2.6506
forma,0.0,2.6039
forme,0.0,2.5664
forms,0.0,2.6054
forte,0.3174272526027397,2.5211
forth,1.0,2.5789
forts,0.0,2.5463
forty,0.4506566926027397,2.583
forum,0.0007792000000000001,2.6293
forza,0.0,2.7089
forze,0.0,2.6654
fossa,0.0,2.7303
fosse,0.0,2.6874
fouat,0.0,2.5795
fouds,0.0,2.6702
fouer,0.0,2.5673
fouet,0.0,2.5575
foule,0.0,2.566
fouls,0.0,2.5942
found,1.0,2.6188
fount,0.995693,2.5702
fours,0.0,2.6018
fouth,0.0,2.6038
fovea,0.0,2.6897
fowls,0.0,2.6527
fowth,0.0,2.6925
foxed,0.0,2.7345
foxes,0.0,2.7237
foxie,0.0,2.7111
foyer,1.0,2.585
foyle,0.0,2.5953
foyne,0.0,2.6008
frabs,0.0,2.6358
frack,0.922373,2.626
fract,0.0,2.5216
frags,0.0,2.6156
frail,0.2106611945205479,2.5615
fraim,0.0,2.5908
frais,0.0,2.5638
frame,1.0,2.55
franc,1.0,2.565
frank,0.60031168,2.6093
frape,0.0,2.5407
fraps,0.0,2.5993
frass,0.0,2.6878
frate,0.0,2.4909
frati,0.0,2.5535
frats,0.0,2.5477
fraud,1.0,2.607
fraus,0.0,2.5947
frays,0.0,2.6259
freak,0.0007792000000000001,2.6247
freed,1.0,2.649
freer,1.0,2.7447
frees,0.0,2.6593
freet,0.0,2.5697
freit,0.0,2.5197
fremd,0.0,2.6387
frena,0.0,2.5568
freon,0.0,2.5648
frere,0.0,2.7105
fresh,1.0,2.6024
frets,0.0,2.5744
friar,0.994639,2.6733
fribs,0.0,2.6557
fried,0.4679947704109589,2.552
frier,0.0,2.6225
fries,0.0,2.5569
frigs,0.0,2.6297
frill,0.0007792000000000001,2.7065
frise,0.959403,2.5419
frisk,1.0,2.6116
frist,0.0,2.5208
frita,0.0,2.5359
frite,0.0,2.5007
frith,0.0,2.5699
frits,0.0,2.548
fritt,0.0,2.6269
fritz,0.0007792000000000001,2.6857
frize,0.0,2.6588
frizz,0.964843,2.8676
frock,0.8238816306849315,2.628
froes,0.0,2.5479
frogs,0.0,2.6214
fromm,0.0,2.7591
frond,0.4214557194520548,2.5595
frons,0.0,2.5852
front,1.0,2.5255
froom,0.0,2.7037
frore,0.0,2.6247
frorn,0.0,2.6638
frory,0.0,2.6756
frosh,0.750523,2.5945
frost,0.6824394169863013,2.5287
froth,1.0,2.5818
frown,0.2325619243835616,2.6332
frows,0.0,2.6679
frowy,0.0,2.6708
froyo,0.0,2.7127
froze,0.6532384438356165,2.6677
frugs,0.0,2.6586
fruit,0.0007792000000000001,2.5751
frump,0.902458,2.6463
frush,0.0,2.619
frust,0.0,2.5389
fryer,1.0,2.6957
fubar,0.0,2.617
fubby,0.0,2.8664
fubsy,0.0,2.689
fucks,0.0,2.7291
fucus,0.0,2.8122
fuddy,0.0,2.8363
fudge,1.0,2.6536
fudgy,0.980266,2.703
fuels,0.0,2.6127
fuero,0.0,2.5957
fuffs,0.0,2.9859
fuffy,0.0,2.9961
fugal,0.953185,2.6438
fuggy,0.0,2.8414
fugie,0.0,2.6243
fugio,0.0,2.6808
fugis,0.0,2.6694
fugle,0.0,2.6221
fugly,0.0,2.6657
fugue,0.0007792000000000001,2.7874
fugus,0.0,2.8329
fujis,0.0,2.7839
fulla,0.0,2.7344
fulls,0.0,2.7438
fully,0.2663255495890411,2.7656
fulth,0.0,2.6284
fulwa,0.0,2.7276
fumed,0.003896,2.6465
fumer,0.0,2.6185
fumes,0.0,2.6452
fumet,0.0,2.6151
funda,0.0,2.6778
fundi,0.0,2.6949
fundo,0.0,2.6696
funds,0.0,2.6449
fundy,0.0,2.6872
fungi,0.9488982969863012,2.6844
fungo,0.937924,2.6595
fungs,0.0,2.6795
funic,0.0,2.6527
funis,0.0,2.6132
funks,0.0,2.6824
funky,0.1860228734246575,2.7062
funny,0.5172714126027397,2.7681
funsy,0.0,2.6249
funts,0.0,2.6065
fural,0.0,2.5854
furan,0.0,2.5863
furca,0.0,2.5997
furls,0.0,2.6219
furol,0.0,2.5894
furor,1.0,2.6972
furos,0.0,2.5944
furrs,0.0,2.7092
furry,1.0,2.7259
furth,0.0,2.6011
furze,0.0,2.7047
furzy,0.0,2.7637
fused,0.003896,2.6232
fusee,0.0,2.6569
fusel,0.0,2.5876
fuses,0.0,2.758
fusil,0.0,2.6074
fusks,0.0,2.83
fussy,1.0,2.7779
fusts,0.0,2.7392
fusty,1.0,2.6471
futon,1.0,2.598
fuzed,0.0,2.7728
fuzee,0.0,2.7978
fuzes,0.0,2.7583
fuzil,0.0,2.7483
fuzzy,0.1175830926027397,2.9877
fyces,0.0,2.6887
fyked,0.0,2.7508
fykes,0.0,2.7356
fyles,0.0,2.6324
fyrds,0.0,2.7118
fytte,0.0,2.7483
gabba,0.0,2.8606
gabby,0.965948,2.7784
gable,0.983121,2.5382
gaddi,0.0,2.7615
gades,0.0,2.5645
gadge,0.0,2.6909
gadgy,0.0,2.7589
gadid,0.0,2.7115
gadis,0.0,2.5957
gadje,0.0,2.6955
gadjo,0.0,2.7512
gadso,0.0,2.5944
gaffe,1.0,2.7502
gaffs,0.0,2.8083
gaged,0.0,2.6961
gager,0.0,2.6377
gages,0.0,2.6957
gaids,0.0,2.5937
gaily,0.994147,2.5483
gains,0.0,2.5456
gairs,0.0,2.53
gaita,0.0,2.6101
gaits,0.0,2.5272
gaitt,0.0,2.6077
gajos,0.0,2.7193
galah,0.0,2.6539
galas,0.0,2.6487
galax,0.0,2.7703
galea,0.0,2.6023
galed,0.0,2.5247
gales,0.0,2.5057
galia,0.0,2.6255
galis,0.0,2.5466
galls,0.0,2.6639
gally,0.0,2.6547
galop,0.0,2.5631
galut,0.0,2.528
galvo,0.0,2.6372
gamas,0.0,2.6915
gamay,0.0,2.6882
gamba,0.0,2.7522
gambe,0.0,2.6097
gambo,0.0,2.661
gambs,0.0,2.6744
gamed,0.003896,2.5713
gamer,1.0,2.5393
games,0.0,2.5583
gamey,0.95078,2.5863
gamic,0.0,2.6304
gamin,0.0,2.5814
gamma,0.998799,2.8383
gamme,0.0,2.6926
gammy,0.0,2.7424
gamps,0.0,2.6334
gamut,0.2425997589041096,2.5891
ganch,0.0,2.5937
gandy,0.0,2.5963
ganef,0.0,2.5869
ganev,0.0,2.613
gangs,0.0,2.7124
ganja,0.0,2.7897
ganks,0.0,2.6223
ganof,0.0,2.6146
gants,0.0,2.5368
gaols,0.0,2.5458
gaped,0.003896,2.5505
gaper,0.0,2.5162
gapes,0.0,2.5463
gapos,0.0,2.5858
gappy,0.0,2.7337
garam,0.0,2.6405
garba,0.0,2.6689
garbe,0.0,2.5211
garbo,0.0,2.574
garbs,0.0,2.5717
garda,0.0,2.6567
garde,0.0,2.4998
gares,0.0,2.4993
garis,0.0,2.5361
garms,0.0,2.5678
garni,0.0,2.5472
garre,0.0,2.5555
garri,0.0,2.6476
garth,0.0,2.5332
garum,0.0,2.5798
gases,0.0,2.6754
gashy,0.0,2.6206
gasps,0.0,2.711
gaspy,0.0,2.59
gassy,0.971104,2.707
gasts,0.0,2.6684
gatch,0.0,2.5903
gated,1.0,2.5402
gater,0.0,2.4798
gates,0.0,2.5211
gaths,0.0,2.5851
gator,1.0,2.495
gauch,0.0,2.6113
gaucy,0.0,2.5996
gauds,0.0,2.626
gaudy,1.0,2.6188
gauge,0.0007792000000000001,2.7266
gauje,0.0,2.677
gault,0.0,2.5151
gaums,0.0,2.6117
gaumy,0.0,2.61
gaunt,0.3302026783561644,2.5389
gaups,0.0,2.5976
gaurs,0.0,2.5565
gauss,0.0,2.692
gauze,0.9525484186301372,2.7031
gauzy,1.0,2.7495
gavel,0.0007792000000000001,2.6065
gavot,0.0,2.6167
gawcy,0.0,2.678
gawds,0.0,2.7039
gawks,0.0,2.7054
gawky,1.0,2.7257
gawps,0.0,2.6804
gawsy,0.0,2.6421
gayal,0.0,2.6444
gayer,0.924991,2.5425
gayly,0.047658,2.7108
gazal,0.0,2.7592
gazar,0.0,2.7321
gazed,0.003896,2.6798
gazer,0.877061,2.6568
gazes,0.0,2.6746
gazon,0.0,2.6768
gazoo,0.0,2.8055
geals,0.0,2.532
geans,0.0,2.5365
geare,0.0,2.5455
gears,0.0,2.5357
geasa,0.0,2.6331
geats,0.0,2.5185
gebur,0.0,2.5986
gecko,0.982809,2.6488
gecks,0.0,2.7055
geeks,0.0,2.728
geeky,1.0,2.7576
geeps,0.0,2.6723
geese,0.0007792000000000001,2.7681
geest,0.0,2.5882
geist,0.0,2.5018
geits,0.0,2.5267
gelds,0.0,2.5812
gelee,0.0,2.7253
gelid,0.0,2.567
gelly,0.0,2.6926
gelts,0.0,2.557
gemel,0.0,2.6448
gemma,0.0,2.7507
gemmy,0.0,2.7753
gemot,0.0,2.575
genae,0.0,2.5802
genal,0.0,2.5264
genas,0.0,2.5447
genes,0.0,2.6328
genet,0.0,2.5726
genic,0.0,2.5947
genie,0.06739392,2.6142
genii,0.0,2.698
genin,0.0,2.6786
genio,0.0,2.5526
genip,0.0,2.5698
genny,0.0,2.7123
genoa,0.0,2.5514
genom,0.0,2.6013
genre,0.5318718991780822,2.5919
genro,0.0,2.5311
gents,0.0,2.5418
genty,0.0,2.5647
genua,0.0,2.5701
genus,1.0,2.5927
geode,0.927457,2.6382
geoid,0.0,2.577
gerah,0.0,2.5387
gerbe,0.0,2.6236
geres,0.0,2.5866
gerle,0.0,2.5681
germs,0.0,2.5714
germy,0.902458,2.5828
gerne,0.0,2.5609
gesse,0.0,2.7323
gesso,0.0,2.7009
geste,0.0,2.5961
gests,0.0,2.6926
getas,0.0,2.5284
getup,0.952006,2.5871
geums,0.0,2.6321
geyan,0.0,2.5607
geyer,0.0,2.6385
ghast,0.0,2.5427
ghats,0.0,2.5674
ghaut,0.0,2.5782
ghazi,0.0,2.7687
ghees,0.0,2.6645
ghest,0.0,2.5664
ghost,0.0208548690410958,2.5679
ghoul,0.7225907550684931,2.6127
ghusl,0.0,2.6129
ghyll,0.0,2.7599
giant,0.7992433095890411,2.5034
gibed,0.003896,2.6011
gibel,0.0,2.565
giber,0.0,2.5588
gibes,0.0,2.5929
gibli,0.0,2.7615
gibus,0.0,2.6683
giddy,0.6130871057534246,2.7498
gifts,0.0,2.6095
gigas,0.0,2.7292
gighe,0.0,2.7442
gigot,0.0,2.6894
gigue,0.0,2.7212
gilas,0.0,2.5605
gilds,0.0,2.5679
gilet,0.0,2.4969
gilia,0.0,2.6831
gills,0.0,2.6643
gilly,0.0,2.6832
gilpy,0.0,2.5969
gilts,0.0,2.5526
gimel,0.0,2.5636
gimme,0.99187,2.7207
gimps,0.0,2.6087
gimpy,0.0,2.6523
ginch,0.0,2.6191
ginga,0.0,2.7212
ginge,0.0,2.6841
gings,0.0,2.7307
ginks,0.0,2.645
ginny,0.0,2.7038
ginzo,0.0,2.7056
gipon,0.0,2.572
gippo,0.0,2.7446
gippy,0.0,2.7556
gipsy,0.0,2.5968
girds,0.0,2.57
girlf,0.0,2.6202
girls,0.0,2.5361
girly,1.0,2.561
girns,0.0,2.5549
giron,0.0,2.5242
giros,0.0,2.5487
girrs,0.0,2.6567
girsh,0.0,2.57
girth,1.0,2.5598
girts,0.0,2.5365
gismo,0.0,2.626
gisms,0.0,2.7528
gists,0.0,2.6873
gitch,0.0,2.6215
gites,0.0,2.5258
giust,0.0,2.5315
gived,0.0,2.6498
given,0.5692856460273972,2.6416
giver,1.0,2.6143
gives,0.0,2.6623
gizmo,0.0007792000000000001,2.7386
glace,0.950148,2.5082
glade,0.0144671561643835,2.5221
glads,0.0,2.6037
glady,0.0,2.5887
glaik,0.0,2.5962
glair,0.0,2.5196
glamp,0.057262,2.5719
glams,0.0,2.5935
gland,0.1212332142465753,2.5343
glans,0.0,2.5502
glare,0.0007792000000000001,2.4988
glary,0.0,2.5446
glass,1.0,2.6691
glatt,0.0,2.624
glaum,0.0,2.6051
glaur,0.0,2.5351
glaze,0.552860098630137,2.6397
glazy,0.0,2.6824
gleam,0.3977299287671232,2.581
glean,0.9680614356164384,2.533
gleba,0.0,2.6077
glebe,0.0,2.6605
gleby,0.0,2.6396
glede,0.0,2.6313
gleds,0.0,2.621
gleed,0.0,2.6238
gleek,0.0,2.6757
glees,0.0,2.6157
gleet,0.0,2.5737
gleis,0.0,2.558
glens,0.0,2.5466
glent,0.0,2.5318
gleys,0.0,2.6152
glial,0.0,2.6447
glias,0.0,2.5507
glibs,0.0,2.6297
glide,0.3730916076712329,2.5383
gliff,0.0,2.7959
glift,0.0,2.5966
glike,0.0,2.5832
glime,0.0,2.5551
glims,0.0,2.6105
glint,0.0007792000000000001,2.515
glisk,0.0,2.6125
glits,0.0,2.5447
glitz,1.0,2.6652
gloam,0.047658,2.5766
gloat,1.0,2.5118
globe,0.5190964734246576,2.5541
globi,0.0,2.6518
globs,0.0,2.5939
globy,0.0,2.6177
glode,0.0,2.5562
glogg,0.0,2.8841
gloms,0.0,2.5843
gloom,1.0,2.6862
gloop,0.823057,2.6528
glops,0.0,2.5519
glory,0.9288226279452054,2.5474
gloss,0.0007792000000000001,2.6784
glost,0.0,2.5313
glout,0.0,2.5459
glove,0.7663922147945206,2.6106
glows,0.0,2.6232
glowy,0.935071,2.6419
gloze,0.0,2.6644
glued,0.003896,2.5619
gluer,0.0,2.5445
glues,0.0,2.5595
gluey,0.982809,2.5671
glugg,0.0,2.9093
glugs,0.0,2.749
glume,0.0,2.5913
glums,0.0,2.6413
gluon,0.0,2.5622
glute,0.840468,2.5332
gluts,0.0,2.5839
glyph,0.8777209249315069,2.6444
gnapi,0.0,2.6174
gnarl,0.801422,2.5408
gnarr,0.0,2.6324
gnars,0.0,2.5624
gnash,0.6112620449315069,2.5768
gnats,0.0,2.5338
gnawn,0.0,2.7734
gnaws,0.0,2.6371
gnome,0.0007792000000000001,2.5799
gnows,0.0,2.6681
goads,0.0,2.575
goafs,0.0,2.6372
goaft,0.0,2.5898
goals,0.0,2.5272
goary,0.0,2.5322
goats,0.0,2.5324
goaty,0.0,2.5473
goave,0.0,2.6083
