target,guesses,guess_count,is_common,won_in_6
exile,slate-bingo-beech-exile,4,True,True
exine,slate-groin-chemo-knife-vexed-exine,6,False,True
exing,slate-diner-baggy-eking-ehing-exing,6,False,True
exist,slate-hurst-exist,3,True,True
exite,slate-turbo-white-evite-exite,5,False,True
exits,slate-trips-admin-exits,4,True,True
exode,slate-groin-aback-pheme-exode,5,False,True
exome,slate-groin-aback-pheme-exome,5,False,True
exons,slate-roses-dumpy-ovens-benji-exons,6,False,True
expat,slate-treed-expat,3,True,True
expel,slate-oiler-leech-expel,4,True,True
expos,slate-roses-dumpy-opens-aeger-expos,6,False,True
extol,slate-enter-extol,3,True,True
extra,slate-treed-extra,3,True,True
exude,slate-groin-decaf-exude,4,True,True
exuls,slate-oiler-depth-fuels-exuls,5,False,True
exult,slate-enter-exult,3,True,True
exurb,slate-diner-myrrh-exurb,4,True,True
eyass,slate-rebid-exams-eyass,4,False,True
eyers,slate-roses-being-crews-apayd-eyers,6,False,True
eying,slate-diner-baggy-eying,4,True,True
eyots,slate-trips-vined-beets-eyots,5,False,True
eyras,slate-wiper-abase-earns-eyras,5,False,True
eyres,slate-roses-ficus-heres-eyres,5,False,True
eyrie,slate-groin-aback-eerie-eyrie,5,False,True
eyrir,slate-diner-kefir-eyrir,4,False,True
ezine,slate-groin-chemo-knife-vexed-ezine,6,False,True
fabbo,slate-corny-dumbo-fabbo,4,False,True
fabby,slate-corny-gaped-champ-jazzy-baffs-fabby,7,False,False
fable,slate-anglo-caped-fable,4,True,True
faced,slate-raced-faced,3,True,True
facer,slate-raced-pacer-facer,4,False,True
faces,slate-wiper-casks-faces,4,True,True
facet,slate-treed-acing-facet,4,True,True
facey,slate-raced-affly-facey,4,False,True
facia,slate-corny-acrid-magic-facia,5,False,True
facie,slate-garbo-cumin-facie,4,False,True
facta,slate-carny-facto-facta,4,False,True
facto,slate-carny-facto,3,True,True
facts,slate-nymph-farce-facts,4,True,True
facty,slate-carny-facty,3,False,True
faddy,slate-corny-gaped-abide-daddy-aflow-faddy,7,False,False
faded,slate-raced-funky-amaze-faded,5,True,True
fader,slate-raced-fader,3,True,True
fades,slate-wiper-casks-gamed-fades,5,True,True
fadge,slate-garbo-admin-cadge-advew-fadge,6,False,True
fados,slate-oasis-nymph-dagga-fados,5,False,True
faena,slate-raced-paean-faena,4,False,True
faery,slate-raced-faery,3,False,True
faffs,slate-oasis-brink-apace-degum-chewy-faffs,7,False,False
faffy,slate-corny-gaped-champ-jazzy-baffs-faffy,7,False,False
faggy,slate-corny-gaped-baggy-faggy,5,False,True
fagin,slate-corny-denim-fagin,4,True,True
fagot,slate-tarot-gamic-fagot,4,False,True
faiks,slate-oasis-padre-gains-kembo-faiks,6,False,True
fails,slate-basis-frown-fails,4,True,True
faine,slate-garbo-cumin-naive-daine-faine,6,False,True
fains,slate-oasis-padre-gains-mains-chawk-fains,7,False,False
faint,slate-tarot-dough-faint,4,True,True
faire,slate-garbo-camps-faire,4,True,True
fairs,slate-oasis-padre-fairs,4,True,True
fairy,slate-corny-ached-fairy,4,True,True
faith,slate-carny-faith,3,True,True
faked,slate-raced-funky-faked,4,True,True
faker,slate-raced-pygmy-forks-faker,5,True,True
fakes,slate-wiper-casks-album-fakes,5,True,True
fakey,slate-raced-homed-waxen-aflaj-fakey,6,False,True
fakie,slate-garbo-cumin-akoja-fakie,5,False,True
fakir,slate-corny-rabid-fakir,4,True,True
falaj,slate-colin-madly-halal-frump-falaj,6,False,True
fales,slate-lambs-graph-vales-wales-edify-fales,7,False,False
falls,slate-basis-mulch-fowls-falls,5,True,True
false,slate-abled-false,3,True,True
falsy,slate-basis-palsy-falsy,4,False,True
famed,slate-raced-funky-amaze-famed,5,True,True
fames,slate-wiper-casks-gamed-james-names-fames,7,False,False
fanal,slate-colin-larva-banal-fanal,5,False,True
fancy,slate-corny-fancy,3,True,True
fands,slate-oasis-brink-glyph-wands-fands,6,False,True
fanes,slate-wiper-casks-gamed-abash-faxes-anvil-fanes,8,False,False
fanga,slate-corny-denim-ganja-aflap-fanga,6,False,True
fango,slate-corny-badge-mango-fango,5,False,True
fangs,slate-oasis-brink-glyph-fangs,5,True,True
fanks,slate-oasis-brink-hanks-yanks-opgaf-fanks,7,False,False
fanny,slate-corny-admin-nanny-aflaj-fanny,6,False,True
fanon,slate-corny-badge-panko-fanon,5,False,True
fanos,slate-oasis-nymph-aback-fanos,5,False,True
fanum,slate-corny-denim-annum-fanum,5,False,True
faqir,slate-corny-rabid-fakir-faqir,5,False,True
farad,slate-corny-fluke-firma-farad,5,False,True
farce,slate-garbo-capon-farce,4,True,True
farci,slate-corny-balmy-parch-farci,5,False,True
farcy,slate-corny-darcy-farcy,4,False,True
fards,slate-oasis-brink-whims-cards-yards-fards,7,False,False
fared,slate-raced-bebop-beefs-fared,5,True,True
farer,slate-raced-pygmy-forks-farer,5,False,True
fares,slate-wiper-march-dares-fares,5,True,True
farle,slate-anglo-caped-fable-farle,5,False,True
farls,slate-basis-mulch-acing-larks-abjad-farls,7,False,False
farms,slate-oasis-brink-whims-farms,5,True,True
faros,slate-oasis-nymph-dagga-faros,5,False,True
farro,slate-corny-abide-gamps-farro,5,False,True
farse,slate-crump-raise-farse,4,False,True
farts,slate-nymph-farce-farts,4,True,True
fasci,slate-oasis-acned-fasci,4,False,True
fasti,slate-nymph-farce-abius-fasti,5,False,True
fasts,slate-nymph-farce-abius-fasts,5,False,True
fatal,slate-taint-fatal,3,True,True
fated,slate-treed-amigo-abash-dated-fated,6,True,True
fates,slate-dater-batch-amigo-fates,5,True,True
fatly,slate-taint-fatal-fatly,4,False,True
fatso,slate-antsy-fatso,3,True,True
fatty,slate-carny-flaps-fatty,4,True,True
fatwa,slate-tarot-whomp-fatwa,4,True,True
fauch,slate-corny-acrid-macaw-agave-fauch,6,False,True
faugh,slate-corny-mamba-haiku-faugh,5,False,True
fauld,slate-colin-grump-uvula-howdy-fauld,6,False,True
fault,slate-taint-fault,3,True,True
fauna,slate-corny-mixup-fauna,4,True,True
fauns,slate-oasis-brink-adapt-yawns-aucht-fauns,7,False,False
faurd,slate-corny-rabid-faurd,4,False,True
faute,slate-actor-haute-faute,4,False,True
fauts,slate-nymph-farce-abius-fauts,5,False,True
fauve,slate-garbo-cumin-fauve,4,False,True
favas,slate-oasis-brink-apace-mamas-gyved-favas,7,False,False
favel,slate-rangy-lymph-babel-afanc-favel,6,False,True
faver,slate-raced-pygmy-forks-faver,5,False,True
faves,slate-wiper-casks-gamed-abash-faxes-anvil-faves,8,False,False
favor,slate-corny-vroom-favor,4,True,True
favus,slate-oasis-brink-apace-degum-favus,6,False,True
fawns,slate-oasis-brink-adapt-yawns-afizz-fawns,7,False,False
fawny,slate-corny-admin-nanny-fawny,5,False,True
faxed,slate-raced-funky-amaze-faded-faxed,6,True,True
faxes,slate-wiper-casks-gamed-abash-faxes,6,True,True
fayed,slate-raced-funky-fayed,4,True,True
fayer,slate-raced-pygmy-barfi-fayer,5,False,True
fayne,slate-garbo-cumin-panna-fayne,5,False,True
fayre,slate-garbo-camps-faire-fayre,5,False,True
fazed,slate-raced-funky-amaze-fazed,5,True,True
fazes,slate-wiper-casks-gamed-abash-faxes-anvil-fazes,8,False,False
feals,slate-ahold-meals-reals-abeng-advew-afizz-feals,8,False,False
feard,slate-hardy-beard-feard,4,False,True
feare,slate-prick-aware-deare-abmho-feare,6,False,True
fears,slate-rebid-glyph-fears,4,True,True
feart,slate-bench-teary-feart,4,False,True
fease,slate-beech-abamp-fease,4,False,True
feast,slate-tabby-feast,3,True,True
feats,slate-thumb-feats,3,True,True
feaze,slate-prick-mewed-heave-feaze,5,False,True
fecal,slate-rangy-medal-fecal,4,True,True
feces,slate-roses-denim-feces,4,True,True
fecht,slate-titer-bacon-hecht-fecht,5,False,True
fecit,slate-titer-denim-befit-fecit,5,False,True
fecks,slate-roses-punch-becks-decks-afoam-fecks,7,False,False
fedai,slate-raced-media-fedai,4,False,True
fedex,slate-diner-moped-bedew-fedex,5,False,True
feebs,slate-roses-punch-defog-beefs-feebs,6,False,True
feeds,slate-roses-punch-defog-feeds,5,True,True
feels,slate-oiler-depth-feels,4,True,True
feely,slate-oiler-hunky-leggy-fjeld-feely,6,False,True
feens,slate-roses-punch-abide-evens-aflow-feens,7,False,False
feers,slate-roses-being-jeeps-veers-adeem-feers,7,False,False
feese,slate-group-dense-fasci-feese,5,False,True
feeze,slate-groin-decaf-femme-feeze,5,False,True
fehme,slate-groin-decaf-femme-fehme,5,False,True
feign,slate-diner-baggy-feign,4,True,True
feint,slate-titer-denim-feint,4,True,True
feist,slate-hurst-exist-deist-abeng-feist,6,False,True
felch,slate-oiler-janky-belch-flimp-felch,6,False,True
felid,slate-oiler-helix-flack-felid,5,False,True
felix,slate-oiler-helix-felix,4,False,True
fella,slate-rangy-medal-fella,4,True,True
fells,slate-oiler-psych-bells-wells-dumka-aflaj-fells,8,False,False
felly,slate-oiler-janky-belly-ached-aflow-felly,7,False,False
felon,slate-oiler-combo-felon,4,True,True
felts,slate-balmy-pelts-swack-adage-felts,6,False,True
felty,slate-lefty-felty,3,False,True
femal,slate-rangy-medal-femal,4,False,True
femes,slate-roses-denim-femme-femes,5,False,True
femic,slate-diner-habit-equip-femic,5,False,True
femme,slate-groin-decaf-femme,4,True,True
femmy,slate-diner-whomp-jemmy-femmy,5,False,True
femur,slate-diner-achoo-femur,4,True,True
fence,slate-groin-cheep-fence,4,True,True
fends,slate-roses-punch-bends-advew-fends,6,False,True
fendy,slate-diner-bendy-fendy,4,False,True
fenis,slate-roses-punch-bends-abrim-fenis,6,False,True
fenks,slate-roses-punch-bends-abrim-fenks,6,False,True
fenny,slate-diner-bumpy-henny-gowfs-fenny,6,False,True
fents,slate-trips-vined-cents-gents-abmho-aflow-fents,8,False,False
feods,slate-roses-dumpy-eidos-feods,5,False,True
feoff,slate-diner-whomp-ebook-feoff,5,False,True
feral,slate-rangy-feral,3,True,True
ferer,slate-diner-whomp-fryer-ferer,5,False,True
feres,slate-roses-ficus-frees-feres,5,False,True
feria,slate-raced-blown-freak-feria,5,False,True
ferly,slate-oiler-abort-reply-ferly,5,False,True
fermi,slate-diner-affix-reify-fermi,5,False,True
ferms,slate-roses-being-jeeps-herds-mawky-ferms,7,False,False
ferns,slate-roses-being-ferns,4,True,True
ferny,slate-diner-acorn-nervy-ferny,5,False,True
ferox,slate-diner-myrrh-xerox-ferox,5,False,True
ferry,slate-diner-myrrh-aback-ferry,5,True,True
fesse,slate-group-dense-fasci-fesse,5,False,True
festa,slate-chefs-festa,3,False,True
fests,slate-trips-vined-beets-fishy-fests,6,False,True
festy,slate-trips-zesty-afanc-festy,5,False,True
fetal,slate-paler-fetal,3,True,True
fetas,slate-dater-abeng-makaf-fetas,5,False,True
fetch,slate-titer-abhor-fetch,4,True,True
feted,slate-titer-donut-feted,4,True,True
fetes,slate-hurst-timon-bytes-fecks-fetes,6,False,True
fetid,slate-titer-fetid,3,True,True
fetor,slate-titer-fetor,3,False,True
fetta,slate-earth-amnic-abaft-fetta,5,False,True
fetts,slate-trips-vined-beets-fishy-fetts,6,False,True
fetus,slate-hurst-fetus,3,True,True
fetwa,slate-treed-expat-fetwa,4,False,True
feuar,slate-raced-blown-freak-feuar,5,False,True
feuds,slate-roses-punch-feuds,4,True,True
feued,slate-diner-moped-beech-keyed-vexed-feued,7,False,False
fever,slate-diner-whomp-fryer-fever,5,True,True
fewer,slate-diner-whomp-fewer,4,True,True
feyed,slate-diner-moped-beech-keyed-feyed,6,False,True
feyer,slate-diner-whomp-fryer-feyer,5,False,True
feyly,slate-oiler-hunky-leggy-fjeld-feyly,6,False,True
fezes,slate-roses-denim-feces-fezes,5,False,True
fezzy,slate-diner-whomp-beefy-fezzy,5,False,True
fiars,slate-curbs-dowse-agony-fraim-fiars,6,False,True
fiats,slate-combe-whats-ridgy-fiats,5,False,True
fiber,slate-diner-phlox-befog-fiber,5,True,True
fibre,slate-groin-fibre,3,True,True
fibro,slate-crony-furry-fibro,4,False,True
fices,slate-roses-denim-vichy-bices-fices,6,False,True
fiche,slate-groin-dumps-chive-fiche,5,False,True
fichu,slate-crony-aback-mimic-fichu,5,False,True
ficin,slate-crony-blimp-winch-ficin,5,False,True
ficos,slate-mochi-ficos,3,False,True
ficta,slate-carny-dicta-ficta,4,False,True
ficus,slate-mochi-kendo-ficus,4,True,True
fides,slate-roses-denim-hides-abaca-fides,6,False,True
fidge,slate-groin-beige-midge-fidge,5,False,True
fidos,slate-mochi-arses-pious-devon-fidos,6,False,True
fidus,slate-mochi-kirby-waged-finds-fidus,6,False,True
fiefs,slate-roses-punch-defog-fiefs,5,False,True
field,slate-oiler-alway-field,4,True,True
fiend,slate-diner-fiend,3,True,True
fient,slate-titer-eight-fient,4,False,True
fiere,slate-groin-fibre-fiere,4,False,True
fieri,slate-diner-fiery-fieri,4,False,True
fiers,slate-roses-being-piers-evoke-fiers,6,False,True
fiery,slate-diner-fiery,3,True,True
fiest,slate-hurst-exist-fiest,4,False,True
fifed,slate-diner-biped-hakim-fixed-fifed,6,False,True
fifer,slate-diner-phlox-befog-fifer,5,False,True
fifes,slate-roses-denim-vichy-kappa-fixes-fifes,7,False,False
fifis,slate-mochi-kirby-waged-finis-fifis,6,False,True
fifth,slate-irony-ached-fifth,4,True,True
fifty,slate-irony-dwarf-fifty,4,True,True
figgy,slate-crony-dumps-affix-fizzy-figgy,6,False,True
fight,slate-rhino-witty-fight,4,True,True
figos,slate-mochi-arses-pious-devon-bigos-figos,7,False,False
fiked,slate-diner-biped-hakim-affly-fiked,6,False,True
fikes,slate-roses-denim-vichy-kappa-bikes-fikes,7,False,False
filar,slate-colin-afire-filar,4,False,True
filch,slate-dilly-befog-filch,4,True,True
filed,slate-oiler-awful-filed,4,True,True
filer,slate-oiler-miler-filer,4,True,True
files,slate-oiler-frump-files,4,True,True
filet,slate-enter-abbot-filet,4,True,True
filii,slate-dilly-befog-filch-aalii-filii,6,False,True
filks,slate-lucid-morph-befog-fills-filks,6,False,True
fille,slate-bingo-alarm-ville-fille,5,False,True
fillo,slate-dilly-abhor-fillo,4,False,True
fills,slate-lucid-morph-befog-fills,5,True,True
filly,slate-dilly-wharf-filly,4,True,True
filmi,slate-dilly-befog-filch-aalii-filmi,6,False,True
films,slate-lucid-morph-films,4,True,True
filmy,slate-dilly-milky-filmy,4,True,True
filon,slate-dilly-befog-filon,4,False,True
filos,slate-lucid-morph-kilos-filos,5,False,True
filth,slate-achoo-filth,3,True,True
filum,slate-dilly-befog-filch-aalii-filum,6,False,True
final,slate-colin-final,3,True,True
finca,slate-corny-admit-aevum-finca,5,False,True
finch,slate-crony-blimp-winch-finch,5,True,True
finds,slate-mochi-kirby-waged-finds,5,True,True
fined,slate-diner-frump-fined,4,True,True
finer,slate-diner-finer,3,True,True
fines,slate-roses-denim-awful-fines,5,True,True
finis,slate-mochi-kirby-waged-finis,5,True,True
finks,slate-mochi-kirby-jawed-pinks-finks,6,False,True
finny,slate-crony-bicep-agave-ninny-abmho-finny,7,False,False
finos,slate-mochi-arses-pious-devon-wakfs-finos,7,False,False
fiord,slate-crony-fjord-fiord,4,False,True
fiqhs,slate-mochi-acids-highs-fiqhs,5,False,True
fique,slate-groin-dumps-fique,4,False,True
fired,slate-diner-wharf-fired,4,True,True
firer,slate-diner-phlox-befog-fiver-firer,6,False,True
fires,slate-roses-ficus-fires,4,True,True
firie,slate-groin-aback-eerie-firie,5,False,True
firks,slate-mochi-kirby-adapt-firks,5,False,True
firma,slate-corny-fluke-firma,4,True,True
firms,slate-mochi-dippy-firms,4,True,True
firni,slate-crony-ruing-firni,4,False,True
firns,slate-mochi-kirby-virus-aping-firns,6,False,True
firry,slate-crony-midge-kirby-firry,5,False,True
first,slate-trout-first,3,True,True
firth,slate-irony-befog-firth,4,True,True
fiscs,slate-mochi-abyss-discs-fiscs,5,False,True
fisho,slate-mochi-fisho,3,False,True
fishy,slate-mochi-acids-fishy,4,True,True
fisks,slate-mochi-kirby-jawed-pinks-fisks,6,False,True
fists,slate-grimy-nymph-fists,4,True,True
fisty,slate-grimy-fisty,3,False,True
fitch,slate-rhino-witty-hoped-fitch,5,True,True
fitly,slate-grout-twill-fitly,4,False,True
fitna,slate-tarot-ached-untag-fitna,5,False,True
fitte,slate-turbo-white-fitte,4,False,True
fitts,slate-grimy-nymph-fists-fitts,5,False,True
fiver,slate-diner-phlox-befog-fiver,5,True,True
fives,slate-roses-denim-vichy-aglow-fives,6,True,True
fixed,slate-diner-biped-hakim-fixed,5,True,True
fixer,slate-diner-phlox-fixer,4,True,True
fixes,slate-roses-denim-vichy-kappa-fixes,6,True,True
fixie,slate-groin-pixie-dixie-fixie,5,False,True
fixit,slate-rhino-sized-tippy-fixit,5,False,True
fizzy,slate-crony-dumps-affix-fizzy,5,True,True
fjeld,slate-oiler-hunky-dwell-fjeld,5,False,True
fjord,slate-crony-fjord,3,True,True
flabs,slate-chaps-adage-flaws-banky-flabs,6,False,True
flack,slate-prick-beefs-flack,4,True,True
flaff,slate-prick-aback-gland-awmry-flaff,6,False,True
flags,slate-chaps-adage-flags,4,True,True
flail,slate-prick-flail,3,True,True
flair,slate-prick-flair,3,True,True
flake,slate-crumb-defog-flake,4,True,True
flaks,slate-chaps-adage-flaws-banky-flaks,6,False,True
flaky,slate-prick-flaky,3,True,True
flame,slate-crumb-flame,3,True,True
flamm,slate-prick-aback-gland-awmry-flamm,6,False,True
flams,slate-chaps-adage-flaws-banky-flams,6,False,True
flamy,slate-prick-aback-gland-awmry-flamy,6,False,True
flane,slate-crumb-defog-flake-flane,5,False,True
flank,slate-prick-blank-flank,4,True,True
flans,slate-chaps-adage-flaws-banky-flans,6,False,True
flaps,slate-chaps-flaps,3,True,True
flare,slate-crumb-flare,3,True,True
flary,slate-prick-alarm-flary,4,False,True
flash,slate-chaps-flash,3,True,True
flask,slate-chaps-flask,3,True,True
flats,slate-flats,2,True,True
flava,slate-prick-aback-llama-flava,5,False,True
flawn,slate-prick-aback-gland-flawn,5,False,True
flaws,slate-chaps-adage-flaws,4,True,True
flawy,slate-prick-aback-gland-awmry-flawy,6,False,True
flaxy,slate-prick-aback-gland-awmry-flaxy,6,False,True
flays,slate-chaps-adage-flaws-banky-flays,6,False,True
fleam,slate-anger-bleak-plead-abaci-fleam,6,False,True
fleas,slate-fleas,2,True,True
fleck,slate-freed-fleck,3,True,True
fleek,slate-freed-fleek,3,False,True
fleer,slate-freed-fleer,3,False,True
flees,slate-plebe-flees,3,True,True
fleet,slate-aback-fleet,3,True,True
flegs,slate-plebe-flesh-agamy-flegs,5,False,True
fleme,slate-bipod-aback-flume-fleme,5,False,True
flesh,slate-plebe-flesh,3,True,True
fleur,slate-freed-fleur,3,True,True
flews,slate-plebe-flesh-agamy-flews,5,False,True
flexi,slate-freed-fleck-flexi,4,False,True
flexo,slate-freed-fleck-flexi-flexo,5,False,True
fleys,slate-plebe-flesh-agamy-fleys,5,False,True
flick,slate-bucko-bocce-flick,4,True,True
flics,slate-flops-abram-flics,4,False,True
flied,slate-freed-flied,3,True,True
flier,slate-freed-flier,3,True,True
flies,slate-plebe-clues-flies,4,True,True
flimp,slate-bucko-fling-flimp,4,False,True
flims,slate-flops-abram-flims,4,False,True
fling,slate-bucko-fling,3,True,True
flint,slate-flung-flint,3,True,True
flips,slate-flops-flips,3,True,True
flirs,slate-flops-abram-flirs,4,False,True
flirt,slate-flung-flirt,3,True,True
flisk,slate-flops-flush-flisk,4,False,True
flite,slate-acing-elite-blite-flite,5,False,True
flits,slate-aback-plots-acing-flits,5,False,True
flitt,slate-aboil-glitz-flitt,4,False,True
float,slate-begat-float,3,True,True
flobs,slate-flops-floss-flows-acerb-flobs,6,False,True
flock,slate-bucko-clock-flock,4,True,True
flocs,slate-flops-floss-flows-acerb-flocs,6,False,True
floes,slate-plebe-clues-flies-floes,5,False,True
flogs,slate-flops-floss-flows-acerb-flogs,6,False,True
flong,slate-bucko-angry-flong,4,False,True
flood,slate-bucko-angry-flood,4,True,True
floor,slate-bucko-angry-floor,4,True,True
flops,slate-flops,2,True,True
flora,slate-agora-flora,3,True,True
flore,slate-bipod-acing-flore,4,False,True
flors,slate-flops-floss-flows-acerb-flors,6,False,True
flory,slate-bucko-angry-flory,4,False,True
flosh,slate-flops-flosh,3,False,True
floss,slate-flops-floss,3,True,True
flota,slate-flota,2,False,True
flote,slate-acing-flute-flote,4,False,True
flour,slate-bucko-flour,3,True,True
flout,slate-flung-flout,3,True,True
flown,slate-bucko-angry-flown,4,True,True
flows,slate-flops-floss-flows,4,True,True
flowy,slate-bucko-angry-flowy,4,True,True
flubs,slate-flops-abram-flubs,4,False,True
flued,slate-freed-flied-flued,4,False,True
flues,slate-plebe-clues-flues,4,False,True
fluey,slate-freed-fluey,3,False,True
fluff,slate-bucko-admin-fluff,4,True,True
fluid,slate-bucko-admin-fluid,4,True,True
fluke,slate-bipod-aback-fluke,4,True,True
fluky,slate-bucko-fluky,3,True,True
flume,slate-bipod-aback-flume,4,True,True
flump,slate-bucko-admin-plump-flump,5,False,True
flung,slate-bucko-admin-flung,4,True,True
flunk,slate-bucko-flunk,3,True,True
fluor,slate-bucko-flour-fluor,4,False,True
flurr,slate-bucko-admin-fluff-flurr,5,False,True
flush,slate-flops-flush,3,True,True
flute,slate-acing-flute,3,True,True
fluty,slate-aboil-klutz-fluty,4,False,True
fluyt,slate-flung-fluyt,3,False,True
flyby,slate-bucko-flyby,3,True,True
flyer,slate-freed-flier-flyer,4,True,True
flyin,slate-bucko-fling-flyin,4,False,True
flype,slate-bipod-plume-abcee-flype,5,False,True
flyte,slate-acing-flute-flote-flyte,5,False,True
fnarr,slate-churn-acing-fnarr,4,False,True
foals,slate-doing-coals-foals,4,True,True
foams,slate-curbs-acing-foams,4,True,True
foamy,slate-churn-foamy,3,True,True
focal,slate-colin-falls-focal,4,True,True
focus,slate-mochi-curds-focus,4,True,True
foehn,slate-diner-bevel-enjoy-foehn,5,False,True
fogey,slate-diner-chomp-defog-fogey,5,True,True
foggy,slate-crony-badge-foggy,4,True,True
fogie,slate-groin-bogie-caved-fogie,5,False,True
fogle,slate-bingo-acyls-fogle,4,False,True
fogos,slate-mochi-bundy-afore-aglow-fogos,6,False,True
fogou,slate-crony-bipod-aargh-fogou,5,False,True
fohns,slate-mochi-drank-johns-fohns,5,False,True
foids,slate-mochi-acids-faver-foids,5,False,True
foils,slate-lucid-morph-boils-foils,5,False,True
foins,slate-mochi-acids-joins-foins,5,False,True
foist,slate-trout-champ-foist,4,True,True
folds,slate-lucid-defog-folds,4,True,True
foley,slate-oiler-ditch-golem-foley,5,False,True
folia,slate-colin-dolia-folia,4,False,True
folic,slate-dilly-capon-folic,4,True,True
folie,slate-bingo-voile-louie-famed-folie,6,False,True
folio,slate-dilly-capon-folio,4,True,True
folks,slate-lucid-frown-folks,4,True,True
folky,slate-dilly-block-folky,4,True,True
folly,slate-dilly-laugh-frump-folly,5,True,True
fomes,slate-roses-munch-domes-fomes,5,False,True
fonda,slate-corny-aimed-honda-afizz-fonda,6,False,True
fonds,slate-mochi-bundy-ponds-fonds,5,False,True
fondu,slate-crony-bough-adman-fondu,5,False,True
fones,slate-roses-munch-abuzz-jones-aflap-fones,7,False,False
fonio,slate-crony-bough-mondo-fonio,5,False,True
fonly,slate-dilly-bowed-coyly-chomp-fonly,6,False,True
fonts,slate-grimy-bronc-whoof-fonts,5,False,True
foods,slate-mochi-bundy-dwarf-foods,5,True,True
foody,slate-crony-dough-moody-woody-boody-foody,7,False,False
fools,slate-lucid-frown-fools,4,True,True
foots,slate-grimy-bronc-chafe-foots,5,True,True
footy,slate-irony-booty-caphs-footy,5,False,True
foram,slate-corny-borax-hadji-foram,5,False,True
foray,slate-corny-foray,3,True,True
forbs,slate-mochi-bundy-gazar-forbs,5,False,True
forby,slate-crony-dowry-porky-aargh-forby,6,False,True
force,slate-groin-boric-force,4,True,True
fordo,slate-crony-furry-forgo-fordo,5,False,True
fords,slate-mochi-bundy-dwarf-fords,5,True,True
forel,slate-oiler-morel-abaft-forel,5,False,True
fores,slate-roses-aback-pores-fudgy-fores,6,False,True
forex,slate-diner-creek-borty-forex,5,False,True
forge,slate-groin-about-forge,4,True,True
forgo,slate-crony-furry-forgo,4,True,True
forks,slate-mochi-bundy-afore-forks,5,True,True
forky,slate-crony-dowry-porky-forky,5,False,True
forma,slate-corny-borax-fermi-forma,5,False,True
forme,slate-groin-boric-horde-abamp-forme,6,False,True
forms,slate-mochi-words-forms,4,True,True
forte,slate-turbo-forte,3,True,True
forth,slate-irony-forth,3,True,True
forts,slate-grimy-adopt-forts,4,True,True
forty,slate-irony-forty,3,True,True
forum,slate-crony-furry-forum,4,True,True
forza,slate-corny-borax-fermi-forza,5,False,True
forze,slate-groin-boric-horde-abamp-forze,6,False,True
fossa,slate-oasis-bossa-fossa,4,False,True
fosse,slate-group-abled-noise-fosse,5,False,True
fouat,slate-tarot-about-fouat,4,False,True
fouds,slate-mochi-bundy-fouds,4,False,True
fouer,slate-diner-whomp-rocky-boxer-gofer-fouer,7,False,False
fouet,slate-titer-amigo-covet-abaft-fouet,6,False,True
foule,slate-bingo-ahold-joule-cramp-foule,6,False,True
fouls,slate-lucid-bolus-fouls,4,True,True
found,slate-crony-bodhi-frump-found,5,True,True
fount,slate-rhino-amuck-fount,4,True,True
fours,slate-mochi-bundy-fours,4,True,True
fouth,slate-irony-ached-mouth-fouth,5,False,True
fovea,slate-raced-aback-abohm-fovea,5,False,True
fowls,slate-lucid-frown-fowls,4,True,True
fowth,slate-irony-ached-mouth-fowth,5,False,True
foxed,slate-diner-moped-oxbow-coxed-foxed,6,False,True
foxes,slate-roses-munch-biped-afoot-foxes,6,True,True
foxie,slate-groin-mauve-bowie-caked-foxie,6,False,True
foyer,slate-diner-whomp-rocky-foyer,5,True,True
foyle,slate-bingo-ahold-joule-enzym-foyle,6,False,True
foyne,slate-groin-donna-bowne-foyne,5,False,True
frabs,slate-curbs-grabs-aduki-frabs,5,False,True
frack,slate-churn-flown-frack,4,True,True
fract,slate-grunt-brick-tract-fract,5,False,True
frags,slate-curbs-dowse-agony-grams-frags,6,False,True
frail,slate-corgi-frail,3,True,True
fraim,slate-churn-abode-gravy-fraim,5,False,True
frais,slate-curbs-dowse-agony-fraim-frais,6,False,True
frame,slate-prick-agave-frame,4,True,True
franc,slate-churn-franc,3,True,True
frank,slate-churn-biped-frank,4,True,True
frape,slate-prick-drape-grape-frape,5,False,True
fraps,slate-curbs-dowse-agony-fraim-fraps,6,False,True
frass,slate-curbs-dowse-grass-frass,5,False,True
frate,slate-corgi-prate-aflow-frate,5,False,True
frati,slate-aback-wrath-adapt-frati,5,False,True
frats,slate-combe-whats-ridgy-aflap-frats,6,False,True
fraud,slate-churn-fraud,3,True,True
fraus,slate-curbs-adopt-fraus,4,False,True
frays,slate-curbs-dowse-agony-prays-affix-frays,7,False,False
freak,slate-raced-blown-freak,4,True,True
freed,slate-diner-befog-freed,4,True,True
freer,slate-diner-whomp-fryer-freer,5,True,True
frees,slate-roses-ficus-frees,4,True,True
freet,slate-titer-aerie-greet-freet,5,False,True
freit,slate-titer-amman-refit-freit,5,False,True
fremd,slate-diner-beefy-fremd,4,False,True
frena,slate-raced-blown-arena-frena,5,False,True
freon,slate-diner-acorn-heron-adept-freon,6,False,True
frere,slate-groin-amped-crewe-abers-frere,6,False,True
fresh,slate-roses-fresh,3,True,True
frets,slate-trips-frets,3,True,True
friar,slate-corny-rabid-prima-friar,5,True,True
fribs,slate-mochi-kirby-dribs-fribs,5,False,True
fried,slate-diner-chief-fried,4,True,True
frier,slate-diner-acute-brier-aflap-frier,6,False,True
